id,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,globalSales
sales_3623,MLB Power Pros,2007-01-01,Konami,Konami Digital Entertainment,Wii,83.0,8.4,E,0
sales_3624,"Sakura Wars: So Long, My Love",2005-01-01,RED Entertainment,Sega,PlayStation 2,81.0,7.3,T,0
sales_3625,Dynasty Tactics,2002-01-01,Koei,Tecmo Koei,PlayStation 2,79.0,8.1,T,0
sales_3626,Call of Juarez: The Cartel,2011-01-01,Techland,Ubisoft,PlayStation 3,45.0,5.5,M,0
sales_3627,Angry Birds Star Wars,2013-01-01,Exient Entertainment,Activision,PlayStation 3,49.0,3.6,E,0
sales_3628,Metal Gear Solid V: Ground Zeroes,2014-01-01,Kojima Productions,Konami Digital Entertainment,Xbox One,76.0,5.4,M,0
sales_3629,SimCity 4,2003-01-01,Maxis,Electronic Arts,Windows PC,84.0,8.7,E,0
sales_3630,Puzzle Quest: Challenge of the Warlords,2007-01-01,Vicious Cycle,D3Publisher,Wii,71.0,6.2,E10+,0
sales_3631,Surf's Up,2007-01-01,Ubisoft Montreal,Ubisoft,PlayStation 2,60.0,,E10+,0
sales_3632,Looney Tunes Racing,2000-01-01,Circus Freak,Infogrames,PlayStation,71.0,,E,0
sales_3633,Disgaea 5: Alliance of Vengeance,2015-01-01,Nippon Ichi Software,Nippon Ichi Software,PlayStation 4,80.0,8.1,T,0
sales_3634,Sengoku Basara: Samurai Heroes,2010-01-01,Capcom,Capcom,Wii,65.0,8.8,T,0
sales_3635,Rayman 3: Hoodlum Havoc,2003-01-01,Ubisoft,Ubisoft,PlayStation 2,76.0,8.6,E,0
sales_3636,Warriors Orochi 2,2008-01-01,Omega Force,Tecmo Koei,PlayStation Portable (PSP),56.0,7.5,T,0
sales_3637,Feel the Magic XY/XX,2004-01-01,Sonic Team,Sega,Nintendo DS,75.0,8.1,T,0
sales_3638,Psi-Ops: The Mindgate Conspiracy,2004-01-01,Midway,Midway Games,PlayStation 2,84.0,8.9,M,0
sales_3639,Neopets Puzzle Adventure,2008-01-01,Infinite Interactive,Capcom,Nintendo DS,70.0,,E,0
sales_3640,Dead Rising: Chop Till You Drop,2009-01-01,TOSE,Capcom,Wii,61.0,6.5,M,0
sales_3641,Spyro: A Hero's Tail,2004-01-01,Eurocom Entertainment Software,Vivendi Games,Nintendo GameCube,62.0,8.3,E,0
sales_3642,NASCAR 08,2007-01-01,EA Tiburon,Electronic Arts,Xbox 360,59.0,5.2,E,0
sales_3643,World of Tanks,2011-01-01,Wargaming.net,Wargaming.net,Windows PC,80.0,3.7,T,0
sales_3644,Links 2004,2003-01-01,Indie Built,Microsoft Game Studios,Xbox,80.0,9.0,E,0
sales_3645,Majin and the Forsaken Kingdom,2010-01-01,Game Republic,Namco Bandai Games,PlayStation 3,72.0,7.9,T,0
sales_3646,Assassin's Creed IV: Black Flag,2013-01-01,Ubisoft,Ubisoft,Wii U,86.0,7.7,M,0
sales_3647,Earthworm Jim,2001-01-01,Game Titan,Interplay,Game Boy Advance,72.0,5.7,E,0
sales_3648,Tales of Phantasia,2003-01-01,Namco,Nintendo,Game Boy Advance,76.0,8.1,E10+,0
sales_3649,Bratz: Super Babyz,2008-01-01,Creat Studios,THQ,Nintendo DS,50.0,,E,0
sales_3650,Monster 4x4: Masters of Metal,2003-01-01,Ubisoft,Ubisoft,PlayStation 2,48.0,8.3,E,0
sales_3651,SingStar Country,2008-01-01,SCEE London Studio,Sony Computer Entertainment,PlayStation 2,75.0,,T,0
sales_3652,Disney's Extreme Skate Adventure,2003-01-01,Vicarious Visions,Activision,Game Boy Advance,70.0,,E,0
sales_3653,Dragon Ball GT: Transformation,2005-01-01,Webfoot Technologies,Atari,Game Boy Advance,69.0,8.2,E10+,0
sales_3654,FIFA 15,2014-01-01,EA Sports,Electronic Arts,Windows PC,82.0,4.2,E,0
sales_3655,The Warriors,2005-01-01,Rockstar Toronto,Take-Two Interactive,Xbox,85.0,8.2,M,0
sales_3656,Shadow Hearts,2001-01-01,Sacnoth,Midway Games,PlayStation 2,73.0,8.8,M,0
sales_3657,Dragon Ball Z: Budokai Tenkaichi 2,2006-01-01,Spike,Atari,Wii,72.0,8.5,T,0
sales_3658,Street Hoops,2002-01-01,Black Ops Entertainment,Activision,Xbox,58.0,8.0,T,0
sales_3659,X-Men: Reign of Apocalypse,2001-01-01,Digital Eclipse,Activision,Game Boy Advance,61.0,,E,0
sales_3660,R: Racing Evolution,2003-01-01,Namco,Namco Bandai Games,PlayStation 2,66.0,6.2,T,0
sales_3661,The Golden Compass,2007-01-01,Shiny Entertainment,Sega,PlayStation 3,40.0,4.8,E10+,0
sales_3662,ATV Quad Power Racing 2,2003-01-01,Climax Group,Acclaim Entertainment,Nintendo GameCube,70.0,9.0,E,0
sales_3663,Hatsune Miku: Project Diva f,2013-01-01,Sega,Sega,PlayStation 3,73.0,8.4,T,0
sales_3664,Marvel Nemesis: Rise of the Imperfects,2005-01-01,"EA Canada, Nihilistic",Electronic Arts,Xbox,58.0,7.5,T,0
sales_3665,Final Fantasy VI Advance,2006-01-01,TOSE,Nintendo,Game Boy Advance,92.0,8.4,E10+,0
sales_3666,LEGO The Lord of the Rings,2012-01-01,TT Games,Warner Bros. Interactive Entertainment,PlayStation Vita,54.0,5.6,E10+,0
sales_3667,Viewtiful Joe,2004-01-01,Clover Studio,Capcom,PlayStation 2,90.0,8.5,T,0
sales_3668,DeathSmiles,2009-01-01,Cave,Rising Star Games,Xbox 360,76.0,8.4,T,0
sales_3669,Fable: The Journey,2012-01-01,Lionhead Studios,Microsoft Game Studios,Xbox 360,61.0,4.8,T,0
sales_3670,Bladestorm: The Hundred Years' War,2007-01-01,Omega Force,Tecmo Koei,PlayStation 3,58.0,7.9,T,0
sales_3671,SAW,2009-01-01,Zombie Studios,Konami Digital Entertainment,Xbox 360,59.0,7.4,M,0
sales_3672,Chromehounds,2006-01-01,From Software,Sega,Xbox 360,71.0,7.0,T,0
sales_3673,Harry Potter and the Sorcerer's Stone,2003-01-01,Warthog,Electronic Arts,PlayStation 2,56.0,7.6,E,0
sales_3674,Kung Fu Chaos,2003-01-01,Just Add Monsters,Microsoft Game Studios,Xbox,68.0,8.5,T,0
sales_3675,Shrek the Third,2007-01-01,Amaze Entertainment,Activision,Wii,57.0,6.7,E10+,0
sales_3676,Jackass the Game,2007-01-01,Sidhe Interactive,Empire Interactive,PlayStation 2,58.0,6.6,M,0
sales_3677,Pirates of the Caribbean: Dead Man's Chest,2006-01-01,Griptonite Games,Disney Interactive Studios,PlayStation Portable (PSP),52.0,8.0,T,0
sales_3678,Carol Vorderman's Sudoku,2006-01-01,Atomic Planet Entertainment,Xplosiv,PlayStation 2,75.0,,E,0
sales_3679,Operation Flashpoint: Red River,2011-01-01,Codemasters,Codemasters,Xbox 360,69.0,6.1,M,0
sales_3680,Transformers: Dark of the Moon,2011-01-01,High Moon Studios,Activision,Xbox 360,59.0,6.7,T,0
sales_3681,Surf's Up,2007-01-01,Ubisoft Quebec,Ubisoft,Nintendo DS,56.0,7.0,E,0
sales_3682,Assassin's Creed II: Discovery,2009-01-01,Griptonite Games,Ubisoft,Nintendo DS,69.0,7.3,T,0
sales_3683,Syphon Filter: Dark Mirror,2007-01-01,Sony Bend,Sony Computer Entertainment,PlayStation 2,70.0,7.8,T,0
sales_3684,Mission: Impossible - Operation Surma,2003-01-01,Paradigm Entertainment,Atari,PlayStation 2,64.0,7.8,T,0
sales_3685,MLB 07: The Show,2007-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PlayStation Portable (PSP),82.0,7.2,E,0
sales_3686,Pitfall: The Mayan Adventure,2001-01-01,Pipe Dream Interactive,Interplay,Game Boy Advance,58.0,,E,0
sales_3687,Driver: Parallel Lines,2006-01-01,Reflections Interactive,Atari,PlayStation 2,69.0,6.9,M,0
sales_3688,Mega Man ZX,2006-01-01,Inti Creates,Capcom,Nintendo DS,76.0,8.3,E,0
sales_3689,Backyard Wrestling 2: There Goes the Neighborhood,2004-01-01,Paradox Development,Eidos Interactive,PlayStation 2,46.0,4.7,M,0
sales_3690,Disney's Treasure Planet,2002-01-01,Disney Interactive,Ubisoft,Game Boy Advance,68.0,,E,0
sales_3691,Guitar Hero: Van Halen,2009-01-01,Neversoft Entertainment,Activision,Wii,50.0,5.2,T,0
sales_3692,Dead or Alive,1998-01-01,Team Ninja,Sony Computer Entertainment,PlayStation,84.0,8.6,T,0
sales_3693,Dead to Rights: Retribution,2010-01-01,Volatile Games,Namco Bandai Games,PlayStation 3,60.0,5.9,M,0
sales_3694,Wild ARMs 5,2006-01-01,Media Vision,505 Games,PlayStation 2,71.0,7.5,T,0
sales_3695,NFL Blitz 20-02,2002-01-01,Midway,Midway Games,PlayStation 2,76.0,8.9,E,0
sales_3696,El Shaddai: Ascension of the Metatron,2011-01-01,Ignition Entertainment,Ignition Entertainment,PlayStation 3,78.0,7.5,T,0
sales_3697,Tony Hawk: Shred,2010-01-01,Robomodo,Activision,PlayStation 3,56.0,6.7,E,0
sales_3698,NCAA March Madness 2005,2004-01-01,EA Canada,Electronic Arts,Xbox,80.0,7.8,E,0
sales_3699,Kenka Bancho: Badass Rumble,2008-01-01,Bullets,Spike,PlayStation Portable (PSP),70.0,7.5,T,0
sales_3700,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004-01-01,THQ,THQ,Nintendo GameCube,65.0,,E,0
sales_3701,Silent Hill 2: Restless Dreams,2001-01-01,KCET,Konami Digital Entertainment,Xbox,84.0,8.3,M,0
sales_3702,NES Remix,2014-01-01,Indies Zero,Nintendo,Wii U,71.0,7.1,E,0
sales_3703,Bass Strike,2001-01-01,THQ,THQ,PlayStation 2,57.0,5.8,E,0
sales_3704,NHL Hitz 20-03,2002-01-01,Midway,Midway Games,PlayStation 2,82.0,8.4,E,0
sales_3705,Bionic Commando,2009-01-01,GRIN,Capcom,Xbox 360,70.0,7.3,M,0
sales_3706,Monopoly Streets,2010-01-01,Electronic Arts,Electronic Arts,Xbox 360,66.0,6.6,E,0
sales_3707,Trivial Pursuit,2009-01-01,EA Bright Light,Electronic Arts,PlayStation 3,66.0,7.1,E,0
sales_3708,Medieval Moves: Deadmund's Quest,2011-01-01,Zindagi Games,Sony Computer Entertainment,PlayStation 3,61.0,6.5,E10+,0
sales_3709,Real Pool,2000-01-01,Takara,Midas Interactive Entertainment,PlayStation 2,54.0,,E,0
sales_3710,Mister Mosquito,2001-01-01,Zoom,Eidos Interactive,PlayStation 2,65.0,4.9,T,0
sales_3711,Rugby World Cup 2011,2011-01-01,HB Studios Multimedia,505 Games,Xbox 360,55.0,3.9,E,0
sales_3712,Madagascar,2005-01-01,Toys for Bob,Activision,Xbox,71.0,,E10+,0
sales_3713,Virtua Fighter 5 Online,2007-01-01,Sega AM2,Sega,Xbox 360,89.0,7.6,T,0
sales_3714,Indiana Jones and the Staff of Kings,2009-01-01,LucasArts,Activision,PlayStation 2,55.0,7.5,T,0
sales_3715,Angry Birds Star Wars,2013-01-01,Exient Entertainment,Activision,Xbox 360,59.0,5.6,E,0
sales_3716,Dave Mirra Freestyle BMX 2,2001-01-01,"Z-Axis, Ltd.",Acclaim Entertainment,Nintendo GameCube,78.0,7.7,T,0
sales_3717,One Piece: Unlimited World Red,2014-01-01,Ganbarion,Namco Bandai Games,PlayStation 3,71.0,7.3,T,0
sales_3718,True Crime: New York City,2005-01-01,Exakt,Activision,Xbox,60.0,7.8,M,0
sales_3719,Summer Heat Beach Volleyball,2003-01-01,Acclaim Studios Cheltenham,Acclaim Entertainment,PlayStation 2,65.0,7.7,T,0
sales_3720,NCAA Basketball 09,2008-01-01,EA Canada,Electronic Arts,PlayStation 2,55.0,,E,0
sales_3721,Avatar: The Last Airbender,2006-01-01,AWE Games,THQ,Wii,56.0,5.8,E10+,0
sales_3722,Castlevania: Aria of Sorrow,2003-01-01,KCET,Konami Digital Entertainment,Game Boy Advance,91.0,9.1,T,0
sales_3723,Myst III: Exile,2002-01-01,Presto Studios,Ubisoft,PlayStation 2,57.0,7.0,E,0
sales_3724,Shin Megami Tensei: Strange Journey,2009-01-01,Atlus,Atlus,Nintendo DS,80.0,8.7,M,0
sales_3725,Army of Two: The Devil's Cartel,2013-01-01,Visceral Games,Electronic Arts,PlayStation 3,58.0,6.7,M,0
sales_3726,Patapon 3,2011-01-01,SCE Japan Studio,Sony Computer Entertainment,PlayStation Portable (PSP),74.0,7.2,E,0
sales_3727,Ice Age: Dawn of the Dinosaurs,2009-01-01,Activision,Activision,Wii,75.0,8.3,E10+,0
sales_3728,Q-Ball: Billiards Master,2000-01-01,Ornith,Take-Two Interactive,PlayStation 2,65.0,,E,0
sales_3729,Tao Feng: Fist of the Lotus,2003-01-01,Studio Gigante,Microsoft Game Studios,Xbox,65.0,6.5,M,0
sales_3730,Guitar Hero: Van Halen,2009-01-01,Neversoft Entertainment,Activision,PlayStation 3,59.0,4.7,T,0
sales_3731,Dragon Ball Z: Budokai 2,2004-01-01,Pyramid,Atari,Nintendo GameCube,66.0,5.8,T,0
sales_3732,Over the Hedge,2006-01-01,Vicarious Visions,Activision,Nintendo DS,71.0,6.4,E,0
sales_3733,Motocross Maniacs Advance,2002-01-01,Konami,Konami Digital Entertainment,Game Boy Advance,69.0,,E,0
sales_3734,Siren: Blood Curse,2008-01-01,SCE Japan Studio,Sony Computer Entertainment,PlayStation 3,78.0,8.1,M,0
sales_3735,NHL Hitz 20-02,2001-01-01,Black Box,Midway Games,Xbox,79.0,8.7,E,0
sales_3736,GRID 2,2013-01-01,Codemasters,Codemasters,Xbox 360,78.0,5.8,E,0
sales_3737,Evil Dead: Hail to the King,2000-01-01,Heavy Iron Studios,THQ,PlayStation,51.0,6.0,M,0
sales_3738,Need for Speed: The Run,2011-01-01,Firebrand Games,Electronic Arts,Wii,64.0,3.6,E10+,0
sales_3739,Dave Mirra Freestyle BMX: Maximum Remix,2001-01-01,"Z-Axis, Ltd.",Acclaim Entertainment,PlayStation,67.0,8.1,E,0
sales_3740,The Evil Within,2014-01-01,Tango Gameworks,Bethesda Softworks,Windows PC,68.0,5.9,M,0
sales_3741,Rock Revolution,2008-01-01,"Zoe Mode, HB Studios Multimedia",Konami Digital Entertainment,Xbox 360,38.0,5.1,T,0
sales_3742,Dead Rising 2: Off the Record,2011-01-01,Capcom Vancouver,Capcom,Xbox 360,72.0,7.5,M,0
sales_3743,WWII Aces,2008-01-01,Arcade Moon,Destineer,Wii,41.0,5.4,T,0
sales_3744,Athens 2004,2004-01-01,Eurocom Entertainment Software,Sony Computer Entertainment,PlayStation 2,61.0,7.2,E,0
sales_3745,Pro Race Driver,2002-01-01,Codemasters,Codemasters,PlayStation 2,81.0,8.5,T,0
sales_3746,Sydney 2000,2000-01-01,Attention To Detail,Eidos Interactive,PlayStation,57.0,,E,0
sales_3747,Baten Kaitos: Eternal Wings and the Lost Ocean,2003-01-01,Monolith Soft,Nintendo,Nintendo GameCube,80.0,9.0,T,0
sales_3748,Iron Man 2,2010-01-01,Sega Studios San Francisco,Sega,Xbox 360,41.0,5.9,T,0
sales_3749,Rocky: Legends,2004-01-01,Venom Games,Ubisoft,PlayStation 2,65.0,8.6,T,0
sales_3750,NickToons: Racing,2002-01-01,Crawfish Interactive,Infogrames,Game Boy Advance,78.0,,E,0
sales_3751,The Warriors,2007-01-01,"Rockstar Toronto, Rockstar Leeds",Take-Two Interactive,PlayStation Portable (PSP),81.0,7.8,M,0
sales_3752,EyePet,2010-01-01,SCEE London Studio,Sony Computer Entertainment,PlayStation Portable (PSP),57.0,,E,0
sales_3753,RalliSport Challenge 2,2004-01-01,Digital Illusions,Microsoft Game Studios,Xbox,87.0,9.1,E,0
sales_3754,Pac-Pix,2005-01-01,Namco,Namco Bandai Games,Nintendo DS,71.0,7.1,E,0
sales_3755,F1 Race Stars,2012-01-01,Codemasters,Codemasters,Xbox 360,64.0,5.7,E,0
sales_3756,Sing Party,2012-01-01,FreeStyleGames,Nintendo,Wii U,60.0,5.4,E10+,0
sales_3757,Over the Hedge,2006-01-01,Vicarious Visions,Activision,Game Boy Advance,49.0,,E,0
sales_3758,Wave Rally,2001-01-01,Opus,Eidos Interactive,PlayStation 2,62.0,,E,0
sales_3759,Disney's Chicken Little,2005-01-01,Avalanche Software,Disney Interactive Studios,Nintendo GameCube,67.0,,E10+,0
sales_3760,NHL 07,2006-01-01,EA Sports,Electronic Arts,Xbox 360,79.0,5.3,E10+,0
sales_3761,RollerCoaster Tycoon 3,2004-01-01,Frontier Developments,Atari,Windows PC,81.0,5.0,E,0
sales_3762,Ty the Tasmanian Tiger,2002-01-01,Krome Studios,Electronic Arts,Nintendo GameCube,69.0,8.7,E,0
sales_3763,WWE Road to WrestleMania X8,2002-01-01,Natsume,THQ,Game Boy Advance,73.0,7.5,E,0
sales_3764,Fullmetal Alchemist 2: Curse of the Crimson Elixir,2004-01-01,Racjin,Square Enix,PlayStation 2,67.0,8.4,T,0
sales_3765,NASCAR 06: Total Team Control,2005-01-01,EA Sports,Electronic Arts,Xbox,79.0,5.9,E,0
sales_3766,BloodRayne 2,2004-01-01,Terminal Reality,THQ,PlayStation 2,70.0,8.5,M,0
sales_3767,Rory McIlroy PGA Tour,2015-01-01,EA Tiburon,Electronic Arts,Xbox One,60.0,4.3,E,0
sales_3768,The Club,2008-01-01,Bizarre Creations,Sega,Xbox 360,76.0,6.8,M,0
sales_3769,NHL 2002,2001-01-01,EA Sports,Electronic Arts,Xbox,89.0,8.8,E,0
sales_3770,LEGO The Hobbit,2014-01-01,TT Games,Warner Bros. Interactive Entertainment,Xbox One,69.0,6.8,E10+,0
sales_3771,Lightning Returns: Final Fantasy XIII,2013-01-01,Square Enix,Square Enix,Xbox 360,69.0,6.6,T,0
sales_3772,Tiger Woods PGA Tour 07,2006-01-01,Team Fusion,Electronic Arts,PlayStation Portable (PSP),78.0,,E,0
sales_3773,Shadow of Rome,2005-01-01,Capcom,Capcom,PlayStation 2,75.0,8.3,M,0
sales_3774,NASCAR 2011: The Game,2011-01-01,Eutechnyx,Activision,PlayStation 3,62.0,3.7,E,0
sales_3775,Harry Potter and the Order of the Phoenix,2007-01-01,EA Games,Electronic Arts,PlayStation 2,61.0,8.0,E10+,0
sales_3776,Transformers: Cybertron Adventures,2010-01-01,Next Level Games,Activision,Wii,41.0,6.5,T,0
sales_3777,Stuntman: Ignition,2007-01-01,Paradigm Entertainment,THQ,PlayStation 2,71.0,6.4,T,0
sales_3778,NHL 2K11,2010-01-01,Visual Concepts,Take-Two Interactive,Wii,62.0,5.8,E10+,0
sales_3779,Fantastic 4,2005-01-01,7 Studios,Activision,Xbox,62.0,6.6,T,0
sales_3780,Mat Hoffman's Pro BMX,2001-01-01,HotGen,Activision,Game Boy Advance,71.0,,E,0
sales_3781,MotoGP,2000-01-01,Namco,Namco Bandai Games,PlayStation 2,77.0,6.0,E,0
sales_3782,Batman: Arkham Origins Blackgate,2013-01-01,Armature Studio,Warner Bros. Interactive Entertainment,Nintendo 3DS,68.0,6.8,T,0
sales_3783,Shadows of the Damned,2011-01-01,Grasshopper Manufacture,Electronic Arts,PlayStation 3,77.0,8.1,M,0
sales_3784,R.U.S.E.,2010-01-01,Eugen Systems,Ubisoft,Windows PC,76.0,8.1,T,0
sales_3785,NBA Live 2004,2003-01-01,EA Sports,Electronic Arts,Nintendo GameCube,84.0,9.0,E,0
sales_3786,NASCAR Thunder 2003,2002-01-01,EA Sports,Electronic Arts,Xbox,84.0,,E,0
sales_3787,NFL Street 3,2006-01-01,EA Tiburon,Electronic Arts,PlayStation Portable (PSP),68.0,,E,0
sales_3788,Reign of Fire,2002-01-01,Kuju Entertainment,BAM! Entertainment,PlayStation 2,56.0,7.0,M,0
sales_3789,Beyblade: Metal Masters,2010-01-01,Amble,Konami Digital Entertainment,Nintendo DS,65.0,,E,0
sales_3790,The Sims 2: Pets,2006-01-01,Maxis,Electronic Arts,Nintendo GameCube,66.0,7.3,T,0
sales_3791,Ultimate NES Remix,2014-01-01,Indies Zero,Unknown,Nintendo 3DS,69.0,7.6,E,0
sales_3792,Tropico 4,2011-01-01,Haemimont,Kalypso Media,Windows PC,78.0,7.7,T,0
sales_3793,The BIGS,2007-01-01,Blue Castle Games,Take-Two Interactive,Xbox 360,79.0,8.4,E,0
sales_3794,Jurassic Park: Operation Genesis,2003-01-01,Blue Tongue Entertainment,Konami Digital Entertainment,PlayStation 2,75.0,8.9,T,0
sales_3795,NBA ShootOut 2001,2000-01-01,989 Sports,Sony Computer Entertainment,PlayStation,71.0,,E,0
sales_3796,Knockout Kings 2002,2002-01-01,Electronic Arts,Electronic Arts,Xbox,78.0,7.9,T,0
sales_3797,InuYasha: Feudal Combat,2005-01-01,Eighting,Namco Bandai Games,PlayStation 2,52.0,8.3,T,0
sales_3798,R.U.S.E.,2010-01-01,Eugen Systems,Ubisoft,Xbox 360,78.0,7.0,T,0
sales_3799,Duel Masters,2004-01-01,High Voltage Software,Atari,PlayStation 2,66.0,8.3,E,0
sales_3800,Super Collapse! 3,2007-01-01,"Mac Play, MacPlay",Mumbo Jumbo,Nintendo DS,71.0,,E,0
sales_3801,Ratatouille,2007-01-01,Heavy Iron Studios,THQ,Xbox 360,56.0,,E,0
sales_3802,MotionSports: Adrenaline,2011-01-01,Ubisoft Vancouver,Ubisoft,Xbox 360,41.0,7.4,E,0
sales_3803,Boogie,2007-01-01,EA Montreal,Electronic Arts,Nintendo DS,58.0,,E10+,0
sales_3804,NBA 07,2006-01-01,SCEA,Sony Computer Entertainment,PlayStation 3,63.0,6.3,E,0
sales_3805,Call of Juarez: The Cartel,2011-01-01,Techland,Ubisoft,Xbox 360,47.0,5.7,M,0
sales_3806,My Japanese Coach,2008-01-01,"Ubisoft, Sensory Sweep",Ubisoft,Nintendo DS,59.0,6.7,E,0
sales_3807,Need for Speed: Most Wanted,2005-01-01,EA Canada,Electronic Arts,Nintendo DS,45.0,6.1,E,0
sales_3808,Section 8,2009-01-01,TimeGate Studios,SouthPeak Games,Xbox 360,69.0,7.3,T,0
sales_3809,ESPN NBA Basketball,2003-01-01,Visual Concepts,Sega,Xbox,87.0,8.2,E,0
sales_3810,Lowrider,2002-01-01,Pacific Century Cyber Works,Pacific Century Cyber Works,PlayStation 2,46.0,8.4,T,0
sales_3811,Family Guy: Back to the Multiverse,2012-01-01,Heavy Iron Studios,Activision,PlayStation 3,40.0,6.4,M,0
sales_3812,All-Pro Football 2K8,2007-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,75.0,6.8,E10+,0
sales_3813,Fish Tycoon,2007-01-01,"LDW, Big Fish Games",Majesco Entertainment,Nintendo DS,46.0,7.0,E,0
sales_3814,Plants vs. Zombies,2010-01-01,PopCap,PopCap Games,Xbox 360,89.0,8.2,E10+,0
sales_3815,Batman: Return to Arkham,2016-01-01,"Rocksteady Studios, Virtuos",Warner Bros. Interactive Entertainment,PlayStation 4,73.0,8.5,T,0
sales_3816,Rune: Viking Warlord,2001-01-01,Human Head Studios,Take-Two Interactive,PlayStation 2,53.0,7.3,M,0
sales_3817,The Incredible Hulk,2008-01-01,Edge of Reality,Sega,Xbox 360,55.0,6.4,T,0
sales_3818,Panzer Dragoon Orta,2002-01-01,Smilebit,Sega,Xbox,90.0,8.5,T,0
sales_3819,America's Test Kitchen: Let's Get Cooking,2010-01-01,Indies Zero,Nintendo,Nintendo DS,87.0,5.6,E,0
sales_3820,Suikoden Tierkreis,2008-01-01,Konami,Konami Digital Entertainment,Nintendo DS,76.0,7.4,E10+,0
sales_3821,Superman Returns,2006-01-01,EA Tiburon,Electronic Arts,Xbox 360,51.0,6.2,T,0
sales_3822,Shin Megami Tensei: Devil Survivor,2009-01-01,Atlus,Atlus,Nintendo DS,84.0,8.8,T,0
sales_3823,Tearaway Unfolded,2015-01-01,Media Molecule,Sony Computer Entertainment,PlayStation 4,81.0,8.1,E,0
sales_3824,MLB SlugFest 2006,2006-01-01,Blue Shift,Midway Games,PlayStation 2,56.0,7.5,E10+,0
sales_3825,Etrian Odyssey II: Heroes of Lagaard,2008-01-01,Atlus,Atlus,Nintendo DS,82.0,8.9,E10+,0
sales_3826,The Incredible Hulk,2008-01-01,Edge of Reality,Sega,PlayStation 3,55.0,6.8,T,0
sales_3827,Deadly Premonition,2010-01-01,Access Games,Rising Star Games,Xbox 360,68.0,8.2,M,0
sales_3828,Marvel Super Hero Squad: The Infinity Gauntlet,2010-01-01,THQ,THQ,Wii,49.0,,E10+,0
sales_3829,Ford Racing 3,2004-01-01,Razorworks Studios,Take-Two Interactive,PlayStation 2,50.0,6.6,E,0
sales_3830,The Adventures of Tintin: The Game,2011-01-01,Ubisoft Montpellier,Ubisoft,PlayStation 3,59.0,5.7,E10+,0
sales_3831,Major League Baseball 2K10,2010-01-01,Visual Concepts,Take-Two Interactive,Wii,53.0,,E,0
sales_3832,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,2002-01-01,Human Soft,THQ,Game Boy Advance,55.0,,E,0
sales_3833,Dragon Ball Z: Tenkaichi Tag Team,2010-01-01,Spike,Namco Bandai Games,PlayStation Portable (PSP),63.0,8.6,T,0
sales_3834,Etrian Odyssey Untold: The Millennium Girl,2013-01-01,Atlus,Atlus,Nintendo 3DS,80.0,8.2,T,0
sales_3835,Final Fantasy V Advance,2006-01-01,TOSE,Nintendo,Game Boy Advance,83.0,7.2,E,0
sales_3836,Star Trek: Invasion,2000-01-01,Warthog,Activision,PlayStation,76.0,,E,0
sales_3837,Star Wars: Bounty Hunter,2002-01-01,LucasArts,LucasArts,Nintendo GameCube,67.0,7.6,T,0
sales_3838,Dynasty Warriors 7: Xtreme Legends,2011-01-01,Omega Force,Tecmo Koei,PlayStation 3,64.0,7.8,T,0
sales_3839,Naruto: Ultimate Ninja Heroes,2006-01-01,Bandai,Namco Bandai Games,PlayStation Portable (PSP),70.0,6.6,T,0
sales_3840,Angry Birds Trilogy,2012-01-01,"Rovio Mobile, Rovio Entertainment",Activision,Xbox 360,63.0,3.5,E,0
sales_3841,Major League Baseball 2K9,2009-01-01,2K Sports,Take-Two Interactive,Wii,61.0,4.5,E,0
sales_3842,WWE 2K17,2016-01-01,Yuke's,Take-Two Interactive,Xbox One,68.0,5.5,T,0
sales_3843,Battlestations: Midway,2007-01-01,Eidos Interactive,Eidos Interactive,Xbox 360,73.0,7.1,T,0
sales_3844,Riding Spirits,2002-01-01,Spike,BAM! Entertainment,PlayStation 2,59.0,9.0,E,0
sales_3845,Project CARS,2015-01-01,Slightly Mad Studios,Slightly Mad Studios,Xbox One,81.0,5.8,E,0
sales_3846,MLB 09: The Show,2009-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PlayStation Portable (PSP),78.0,6.9,E,0
