id,name,releaseYear,developer,platform,series
dbpedia_24336,Uno (video game),2008-01-01,Gameloft,Xbox One,Uno (card game)
dbpedia_24337,Kamen Rider: Climax,2009-01-01,Eighting,PlayStation 4,Kamen Rider Series
dbpedia_24338,Daisenryaku,2001-01-01,Genki (company),PlayStation 2,
dbpedia_24340,Rise 2: Resurrection,1996-01-01,Mirage Technologies (Multimedia) Ltd.,PlayStation,Rise of the Robots
dbpedia_24341,Nioh 2,2020-01-01,Team Ninja,PlayStation 4,
dbpedia_24342,LittleBigPlanet 2,2011-01-01,Media Molecule,PlayStation 3,LittleBigPlanet
dbpedia_24345,Top Eleven Football Manager,2012-01-01,Nordeus,,
dbpedia_24346,Contra III: The Alien Wars,1992-01-01,Konami,Game Boy Advance,Contra (series)
dbpedia_24348,Another World (video game),2013-01-01,Delphine Software International,,
dbpedia_24350,Little Nightmares,2018-01-01,Tarsier Studios,Nintendo Switch,
dbpedia_24351,List of Monster Jam video games,2017-01-01,Rainbow Studios,PlayStation 4,Monster Jam
dbpedia_24352,The Stanley Parable,2011-01-01,Crows Crows Crows,Xbox Series X,
dbpedia_24353,World Cup 98 (video game),1998-01-01,Tiertex Design Studios,PlayStation,FIFA World Cup video games
dbpedia_24356,Mario & Sonic at the Olympic Winter Games,2009-01-01,Venan Entertainment,Nintendo DS,List of Mario sports games
dbpedia_24357,WALL-E (video game),2008-01-01,Heavy Iron Studios,Xbox 360,
dbpedia_24358,Pitfall!,1982-01-01,Activision,Atari 2600,
dbpedia_24359,Sakura Spirit,2014-01-01,Winged Cloud,macOS,
dbpedia_24361,Bio F.R.E.A.K.S.,1998-01-01,Midway Studios San Diego,Windows PC,
dbpedia_24362,Bloons Tower Defense,2018-01-01,Ninja Kiwi,Xbox One,
dbpedia_24363,Trials of Mana (2020 video game),2021-01-01,,Nintendo Switch,Mana (series)
dbpedia_24364,Minecraft: Story Mode,2015-01-01,Telltale Games,Xbox 360,Minecraft (franchise)
dbpedia_24365,Final Fantasy (video game),1989-01-01,Square (video game company),,Final Fantasy
dbpedia_24366,Aero the Acro-Bat,2002-01-01,SNES,Sega Genesis / Mega Drive,
dbpedia_24367,Oddworld: Stranger's Wrath,2011-01-01,Android (operating system),iOS (iPhone),Oddworld
dbpedia_24368,Get 'Em,2016-01-01,Behdad Sami Interactive,iOS (iPhone),
dbpedia_24369,Ghostbusters: Sanctum of Slime,2011-01-01,Behaviour Santiago,Xbox 360,List of Ghostbusters video games
dbpedia_24370,Topolon,2002-01-01,G-Mode,,
dbpedia_24371,The Shivah,2006-01-01,Wadjet Eye Games,iOS (iPhone),
dbpedia_24374,Mario & Sonic at the Olympic Winter Games,2010-01-01,Racjin,Nintendo DS,List of Mario sports games
dbpedia_24376,Cabela's Dangerous Hunts 2011,2010-01-01,Cauldron HQ,Nintendo DS,List of Cabela's video games
dbpedia_24377,List of Monster Jam video games,2017-01-01,Torus Games,Wii,Monster Jam
dbpedia_24378,Glory of Heracles (video game),2008-01-01,Paon,Nintendo DS,Glory of Heracles
dbpedia_24379,Double Dragon (video game),,Arc System Works,Atari 2600,Double Dragon
dbpedia_24380,Flow (video game),2013-01-01,Thatgamecompany,PlayStation 3,
dbpedia_24381,Mega Man Legacy Collection,2020-01-01,Capcom,PlayStation 4,Mega Man (original series)
dbpedia_24383,Alien: Isolation,2019-01-01,Creative Assembly,Nintendo Switch,"List of Alien, Predator, and Alien vs. Predator games"
dbpedia_24384,Dune (video game),,Cryo Interactive,,Dune (franchise)
dbpedia_24385,Balloon Kid,1992-01-01,Nintendo R&D1,Nintendo Entertainment System (NES),
dbpedia_24387,Windjammers (video game),1994-01-01,Data East,Nintendo Switch,
dbpedia_24388,Umihara Kawase,2009-01-01,Success (company),Nintendo 3DS,
dbpedia_24390,Puyo Puyo (video game),2003-01-01,,,Puyo Puyo
dbpedia_24391,Ghostbusters (1984 video game),1986-01-01,Activision,,List of Ghostbusters video games
dbpedia_24392,Bokosuka Wars,2008-01-01,ASCII (company),,
dbpedia_24394,Bladestorm: The Hundred Years' War,2015-01-01,Omega Force,PlayStation 3,Dynasty Warriors
dbpedia_24395,The Next Big Thing (video game),2012-01-01,Pendulo Studios,iOS (iPhone),
dbpedia_24396,Diablo III: Reaper of Souls,2014-01-01,Blizzard Entertainment,PlayStation 4,Diablo (series)
dbpedia_24397,Descent to Undermountain,1998-01-01,Interplay Entertainment,Windows PC,
dbpedia_24398,TaleSpin (Capcom video game),1991-01-01,Capcom,Nintendo Entertainment System (NES),TaleSpin
dbpedia_24399,Risk (video game),1998-01-01,Zoë Mode,Windows PC,
dbpedia_24400,Terraria,2015-01-01,Re-Logic,PlayStation 4,
dbpedia_24401,Bit.Trip Core,2009-01-01,Gaijin Games,Nintendo 3DS,Bit.Trip
dbpedia_24402,Making History: The Calm & The Storm,2007-01-01,Muzzy Lane,Windows PC,Making History (series)
dbpedia_24403,Smarty Pants,2007-01-01,Planet Moon Studios,Wii,
dbpedia_24404,Uno (video game),2006-01-01,Gameloft,Xbox One,Uno (card game)
dbpedia_24405,Peggle,2009-01-01,PopCap Games,PlayStation 3,Peggle (series)
dbpedia_24407,Bit.Trip Fate,2010-01-01,Gaijin Games,Nintendo 3DS,Bit.Trip
dbpedia_24408,Return to Zork,1993-01-01,Activision,,
dbpedia_24409,Sid Meier's Pirates! (2004 video game),2007-01-01,Firaxis Games,macOS,
dbpedia_24411,Arctic Thunder,2001-01-01,Midway Games,PlayStation 2,
dbpedia_24412,Bang Bang Busters,2011-01-01,Visco Corporation,Arcade Cabinet,
dbpedia_24413,Stories Untold (video game),2017-01-01,No Code (company),Xbox One,
dbpedia_24414,The Lawnmower Man (video game),1994-01-01,The Sales Curve,,
dbpedia_24415,Prince of Persia 3D,2000-01-01,Mindscape (company),Windows PC,Prince of Persia
dbpedia_24416,Kingdom Hearts: Chain of Memories,2007-01-01,Jupiter (company),,Kingdom Hearts
dbpedia_24417,List of Monster Jam video games,2015-01-01,Rainbow Studios,Xbox One,Monster Jam
dbpedia_24419,Where Is My Heart?,2014-01-01,Die Gute Fabrik,Windows PC,
dbpedia_24420,Home Alone (video game),1992-01-01,Bethesda Softworks,Game Boy,
dbpedia_24421,Final Fantasy IV: The After Years,2011-01-01,Matrix Software,Windows PC,Final Fantasy
dbpedia_24423,Emerald Dragon,1989-01-01,Alfa System,,
dbpedia_24424,Virtual Villagers,2006-01-01,Last Day of Work,Windows PC,
dbpedia_24426,Where the Wild Things Are (video game),2009-01-01,WayForward,PlayStation 3,
dbpedia_24427,Paws and Claws: Pet Vet,2006-01-01,Radon Labs,iOS (iPhone),
dbpedia_24428,Oddworld: Stranger's Wrath,2005-01-01,Just Add Water (company),PlayStation 4,Oddworld
dbpedia_24429,Theme Park (video game),2011-01-01,Krisalis Software,,
dbpedia_24432,New Adventure Island,1992-01-01,Now Production,,Adventure Island (video game)
dbpedia_24433,Patapon 2,2008-01-01,Japan Studio,PlayStation Portable (PSP),
dbpedia_24435,King's Quest I,1984-01-01,Sierra Entertainment,,King's Quest
dbpedia_24436,Painkiller: Hell & Damnation,2013-01-01,The Farm 51,Windows PC,
dbpedia_24437,Switchblade II,2013-01-01,Optimus Software,,Switchblade (video game)
dbpedia_24438,Archimedean Dynasty,1997-01-01,Massive Development,Windows PC,AquaNox
dbpedia_24439,Knight Rider: The Game,2002-01-01,Davilex Games,Windows PC,
dbpedia_24440,NBA Fastbreak '98,1997-01-01,Visual Concepts,Windows PC,
dbpedia_24441,Pac-Man and the Ghostly Adventures (video game),2013-01-01,Monkey Bar Games,Nintendo 3DS,List of Pac-Man video games
dbpedia_24442,Donkey Kong (video game),1983-01-01,Nintendo Research & Development 1,Arcade Cabinet,Donkey Kong
dbpedia_24445,Shining Force,1992-01-01,Camelot Software Planning,Sega Genesis / Mega Drive,Shining (series)
dbpedia_24446,List of Monster Jam video games,2020-01-01,Ubi Soft Barcelona,Game Boy Advance,Monster Jam
dbpedia_24448,Outtrigger,2001-01-01,Sega AM2,Sega Dreamcast,
dbpedia_24449,Reel Fishing,2009-01-01,Natsume (company),PlayStation,
dbpedia_24450,Sangokushi V,1996-01-01,Koei,PlayStation,Romance of the Three Kingdoms (video game series)
dbpedia_24451,Archimedean Dynasty,1997-01-01,Massive Development,,AquaNox
dbpedia_24452,Rome: Total War,2004-01-01,Creative Assembly,macOS,Total War (video game series)
dbpedia_24453,Over the Hedge: Hammy Goes Nuts!,2006-01-01,PlayStation Portable,Nintendo DS,
dbpedia_24454,Earth Defense Force 2025,2013-01-01,Sandlot (company),PlayStation 4,Earth Defense Force
dbpedia_24455,Paper Mario: Sticker Star,2012-01-01,Intelligent Systems,Nintendo 3DS,Paper Mario
dbpedia_24456,Syberia (video game),2008-01-01,Microïds,Xbox,Syberia
dbpedia_24457,PowerSlave,2022-01-01,Throwback Entertainment,,
dbpedia_24459,Micro Machines World Series,2017-01-01,Codemasters,PlayStation 4,Micro Machines (video game series)
dbpedia_24461,Donkey Kong 3,2002-01-01,Hudson Soft,Nintendo Entertainment System (NES),Donkey Kong
dbpedia_24462,NASCAR The Game: 2011,2011-01-01,Eutechnyx,Xbox 360,List of NASCAR video games
dbpedia_24463,Oddworld: Stranger's Wrath,2020-01-01,Ouya,PlayStation Vita,Oddworld
dbpedia_24465,Far Cry Primal,2022-01-01,Ubisoft Montreal,Google Stadia,Far Cry
dbpedia_24466,The Talos Principle,2015-01-01,Croteam,Android,
dbpedia_24467,Marcel Desailly Pro Soccer,2003-01-01,Gameloft,,
dbpedia_24471,Maniac Mansion,1988-01-01,Realtime Associates,macOS,
dbpedia_24473,Assassin's Creed (video game),2007-01-01,Ubisoft Montreal,Windows PC,Assassin's Creed
dbpedia_24475,Night Stalker (video game),1982-01-01,Mattel,,
dbpedia_24476,Bit.Trip Runner,2010-01-01,Choice Provisions,Wii,Bit.Trip
dbpedia_24477,Biker Mice from Mars (2006 video game),2006-01-01,Full Fat,PlayStation 2,
dbpedia_24478,Black Dawn (video game),1997-01-01,Black Ops Entertainment,PlayStation,
dbpedia_24479,Machinarium,2010-01-01,Amanita Design,,
dbpedia_24482,Trinity Universe (video game),2009-01-01,Gust Corporation,PlayStation 3,
dbpedia_24483,Joe Danger 2: The Movie,2014-01-01,Hello Games,Windows PC,
dbpedia_24484,Michael Jackson: The Experience,2010-01-01,Ubisoft Paris,PlayStation Portable (PSP),
dbpedia_24485,Lightning Warrior Raidy II: Temple of Desire,2007-01-01,ZyX (company),Windows PC,Lightning Warrior Raidy
dbpedia_24487,Sydney 2000 (video game),2000-01-01,Attention to Detail,PlayStation,
dbpedia_24488,Hatris,,Bullet-Proof Software,Game Boy,Tetris
dbpedia_24490,Unreal Tournament 2003,2002-01-01,Digital Extremes,Windows PC,Unreal (video game series)
dbpedia_24491,Metal Slug 2,1999-01-01,SNK,PlayStation,Metal Slug
dbpedia_24494,Eat Lead: The Return of Matt Hazard,2009-01-01,Vicious Cycle Software,Xbox 360,
dbpedia_24496,Dragon Slayer: The Legend of Heroes,1989-01-01,Nihon Falcom,Super Nintendo (SNES),The Legend of Heroes
dbpedia_24497,Donkey Kong (video game),1988-01-01,Ikegami Tsushinki,,Donkey Kong
dbpedia_24498,Strider (1989 arcade game),1994-01-01,Sega,,
dbpedia_24499,Raiden III,2011-01-01,MOSS (company),PlayStation 2,Raiden (series)
dbpedia_24500,Inindo: Way of the Ninja,2003-01-01,Koei,,
dbpedia_24502,Naruto: Ultimate Ninja,2005-01-01,Racjin,iOS (iPhone),
dbpedia_24503,Tomoyo After: It's a Wonderful Life,2010-01-01,Key (company),Android,Clannad (video game)
dbpedia_24504,Fallout Shelter,2018-01-01,,PlayStation 4,Fallout (series)
dbpedia_24505,Oddworld: Stranger's Wrath,2011-01-01,IOS,Nintendo Switch,Oddworld
dbpedia_24506,Tokyo Mono Hara Shi: Karasu no Mori Gakuen Kitan,2010-01-01,Atlus,PlayStation Portable (PSP),Tokyo Majin Gakuen
dbpedia_24507,Skylanders: SuperChargers,2015-01-01,Vicarious Visions,iOS (iPhone),Skylanders
dbpedia_24508,Major League Baseball 2K12,2012-01-01,Visual Concepts,PlayStation Portable (PSP),2K Sports Major League Baseball series
dbpedia_24509,Silent Scope (video game),2000-01-01,Now Production,PlayStation 2,Silent Scope
dbpedia_24510,Ghostbusters: The Video Game,2019-01-01,Saber Interactive,Nintendo Switch,Ghostbusters (franchise)
dbpedia_24511,De Blob 2,2018-01-01,Wii,Xbox One,
dbpedia_24512,Scrabble (video game),2015-01-01,Runecraft,,
dbpedia_24513,Grid Autosport,2015-01-01,IOS,Windows PC,Grid (series)
dbpedia_24514,Castlevania: Symphony of the Night,1997-01-01,Konami Computer Entertainment Tokyo,Android,Castlevania
dbpedia_24516,Clubhouse Games: 51 Worldwide Classics,2020-01-01,NDcube,Nintendo Switch,
dbpedia_24517,Pro 18 World Tour Golf,1999-01-01,Intelligent Games,PlayStation,
dbpedia_24520,Rome: Total War: Barbarian Invasion,2019-01-01,Creative Assembly,iOS (iPhone),Total War (video game series)
dbpedia_24521,Double Dragon (video game),,Software Creations,Atari 2600,Double Dragon
dbpedia_24522,The Talos Principle,2018-01-01,Croteam,Linux / SteamOS,
dbpedia_24523,Commandos 2: Men of Courage,2020-01-01,Pyro Studios,,Commandos (series)
dbpedia_24524,The Da Vinci Code (video game),2006-01-01,The Collective (company),Xbox,
dbpedia_24525,Deltarune,2019-01-01,Toby Fox,Windows PC,
dbpedia_24526,Trine 4: The Nightmare Prince,2021-01-01,Frozenbyte,Google Stadia,
dbpedia_24527,Teenage Mutant Ninja Turtles: Smash-Up,2009-01-01,Game Arts,Wii,List of Teenage Mutant Ninja Turtles video games
dbpedia_24528,Wolfenstein: Enemy Territory,2003-01-01,Splash Damage,,Wolfenstein
dbpedia_24531,Bejeweled 2,2010-01-01,PopCap Games,,Bejeweled (series)
dbpedia_24532,Mega Man Legends (video game),2000-01-01,Capcom,PlayStation,Mega Man Legends
dbpedia_24534,SpyHunter,2001-01-01,Sidhe (game developer),PlayStation 2,
dbpedia_24535,Madden NFL 07,2006-01-01,Exient Entertainment,Xbox,Madden NFL
dbpedia_24537,Donkey Kong 3,1983-01-01,Nintendo Research & Development 1,,Donkey Kong
dbpedia_24538,ATV Offroad Fury Pro,2006-01-01,Black Rock Studio,PlayStation Portable (PSP),ATV Offroad Fury (series)
dbpedia_24539,Air (video game),2007-01-01,Key (company),PlayStation Portable (PSP),
dbpedia_24540,Clover Heart's,2004-01-01,HuneX,,
dbpedia_24542,Worms World Party,2005-01-01,Team17,,Worms (series)
dbpedia_24543,Rampage World Tour,1998-01-01,Personal computer,Nintendo 64,Rampage (franchise)
dbpedia_24544,TOCA 2 Touring Cars,1999-01-01,Codemasters,Windows PC,TOCA (series)
dbpedia_24545,Serious Sam 3: BFE,2012-01-01,Croteam,Windows PC,Serious Sam
dbpedia_24547,Need for Speed: Carbon,2006-01-01,Exient Entertainment,Game Boy Advance,Need for Speed
dbpedia_24548,Kamaitachi no Yoru,1998-01-01,Chunsoft,PlayStation Vita,
dbpedia_24549,Mass Effect 2: Arrival,2011-01-01,BioWare,PlayStation 3,Mass Effect
dbpedia_24550,James Bond 007: Nightfire,2002-01-01,Aspyr,Xbox,James Bond in video games
dbpedia_24553,Crystalis,1990-01-01,PlayStation 4,Nintendo Entertainment System (NES),
dbpedia_24554,Universal Combat,2009-01-01,Derek Smart,Windows PC,
dbpedia_24556,The Shadow (video game),,Ocean Software,Atari Jaguar,The Shadow
dbpedia_24559,Samurai Shodown (1993 video game),1993-01-01,Funcom,Game Boy,Samurai Shodown
dbpedia_24561,List of Monster Jam video games,2007-01-01,Rainbow Studios,Nintendo DS,Monster Jam
dbpedia_24562,Prototype 2,2015-01-01,Radical Entertainment,PlayStation 3,
dbpedia_24563,Cho Aniki,2003-01-01,X-Nauts,PlayStation,
dbpedia_24564,Fate/Grand Order,2018-01-01,,iOS (iPhone),Fate/stay night
dbpedia_24565,Michael Jackson: The Experience,2010-01-01,Ubisoft Milan,iOS (iPhone),
dbpedia_24566,Voez,2016-01-01,List of Rayark games,iOS (iPhone),
dbpedia_24567,Mortal Kombat Mythologies: Sub-Zero,1997-01-01,Midway Games,PlayStation,Mortal Kombat
dbpedia_24568,Half-Life 2: Lost Coast,2005-01-01,Valve Corporation,Windows PC,Half-Life (series)
dbpedia_24569,Terminator 2 (8-bit video game),,Software Creations,Nintendo Entertainment System (NES),List of Terminator video games
dbpedia_24570,The Sims (video game),2003-01-01,Edge of Reality,Nintendo GameCube,The Sims
dbpedia_24572,Rugrats in Paris: The Movie (video game),2001-01-01,Software Creations (UK),Nintendo 64,
dbpedia_24575,List of Fire Pro Wrestling games,2000-01-01,Spike (company),,Fire Pro Wrestling
dbpedia_24576,Valiant Hearts: The Great War,2014-01-01,Ubisoft Montpellier,PlayStation 3,
dbpedia_24577,Golf (1984 video game),1984-01-01,HAL Laboratory,Nintendo Entertainment System (NES),List of Mario sports games
dbpedia_24579,Angry Birds (video game),2009-01-01,Rovio Entertainment,,Angry Birds
dbpedia_24580,Virtual Villagers,2008-01-01,Last Day of Work,iOS (iPhone),
dbpedia_24581,Baldur's Gate II: Enhanced Edition,2014-01-01,Overhaul Games,Android,Baldur's Gate (series)
dbpedia_24582,Disney's Chicken Little: Ace in Action,2015-01-01,DC Studios (video game developer),Wii,
dbpedia_24583,Vampyr (video game),2018-01-01,Dontnod Entertainment,Windows PC,
dbpedia_24584,Rock n' Roll Racing,1993-01-01,Blizzard Entertainment,Sega Genesis / Mega Drive,
dbpedia_24586,Lego Marvel Super Heroes,2013-01-01,Traveller's Tales,macOS,
dbpedia_24587,Pop Cutie! Street Fashion Simulation,2008-01-01,Koei,Nintendo DS,
dbpedia_24588,Power Rangers Dino Thunder (video game),2004-01-01,Pacific Coast Power & Light,Game Boy Advance,Power Rangers
dbpedia_24591,Drakan: The Ancients' Gates,2002-01-01,Surreal Software,PlayStation 2,
dbpedia_24594,Angry Birds Trilogy,2012-01-01,Housemarque,Wii,Angry Birds
dbpedia_24595,Twisted Metal: Head-On,2005-01-01,Eat Sleep Play,PlayStation 2,Twisted Metal
dbpedia_24596,Bit.Trip Fate,2010-01-01,Gaijin Games,Wii,Bit.Trip
dbpedia_24598,Saints Row 2,2008-01-01,CD Projekt,Xbox 360,Saints Row
dbpedia_24599,Williams Arcade's Greatest Hits,1997-01-01,Digital Eclipse,Super Nintendo (SNES),
dbpedia_24600,Pac-Man and the Ghostly Adventures 2,2014-01-01,Monkey Bar Games,Xbox 360,List of Pac-Man video games
dbpedia_24602,MLB Front Office Manager,2009-01-01,Blue Castle Games,Windows PC,
dbpedia_24604,Oddworld: Stranger's Wrath,2022-01-01,PlayStation 3,macOS,Oddworld
dbpedia_24605,Ferrari GT: Evolution,2008-01-01,Gameloft,iOS (iPhone),
dbpedia_24606,TwinBee,1986-01-01,Arika,Game Boy Advance,
dbpedia_24607,Overlord II,2009-01-01,Triumph Studios,Xbox 360,Overlord (video game series)
dbpedia_24608,GoldenEye 007 (2010 video game),2011-01-01,Eurocom,PlayStation 3,James Bond in video games
dbpedia_24610,Metroid Dread,2021-01-01,Nintendo EPD,Nintendo Switch,Metroid
dbpedia_24611,Destroy All Humans! Path of the Furon,2008-01-01,,PlayStation 3,Destroy All Humans!
dbpedia_24612,Space Chimps (video game),2008-01-01,WayForward,Xbox 360,
dbpedia_24613,007: Quantum of Solace,2008-01-01,Eurocom,Xbox 360,James Bond in video games
dbpedia_24614,Little Busters!,2020-01-01,Key (company),PlayStation Portable (PSP),
dbpedia_24615,Opus Magnum (video game),2017-01-01,Zachtronics,Linux / SteamOS,
dbpedia_24616,Solomon's Key,2014-01-01,Probe Software,,
dbpedia_24617,Dream Chronicles (video game),2010-01-01,,iOS (iPhone),Dream Chronicles (series)
dbpedia_24618,Excitebike,2011-01-01,Nintendo Entertainment Analysis & Development,Arcade Cabinet,
dbpedia_24619,Worlds of Ultima: The Savage Empire,1995-01-01,Origin Systems,,Ultima (series)
dbpedia_24620,Phantom Dust,2004-01-01,Xbox Game Studios,Xbox,
dbpedia_24621,"I, Robot (video game)",1984-01-01,"Atari, Inc. (1972–1992)",Arcade Cabinet,
dbpedia_24623,Tom Clancy's Rainbow 6: Patriots,,Red Storm Entertainment,PlayStation 3,Tom Clancy's Rainbow Six
dbpedia_24624,Ecco Jr.,1995-01-01,Appaloosa Interactive,Sega Genesis / Mega Drive,Ecco the Dolphin (series)
dbpedia_24626,Quake III Arena,1999-01-01,Id Software,Sega Dreamcast,Quake (series)
dbpedia_24627,Superbrothers: Sword & Sworcery EP,2012-01-01,Superbrothers,macOS,
dbpedia_24628,WWF WrestleMania 2000 (video game),1999-01-01,Natsume (company),Nintendo 64,
dbpedia_24630,Pitfall: The Lost Expedition,2004-01-01,Edge of Reality,Windows PC,Pitfall!
dbpedia_24631,DDRMAX Dance Dance Revolution 6thMix,2002-01-01,Konami,PlayStation 2,List of Bemani series
dbpedia_24632,Oddworld: Stranger's Wrath,2015-01-01,BlackBerry,Windows PC,Oddworld
dbpedia_24633,Destiny 2,2019-01-01,Bungie,PlayStation 4,
dbpedia_24634,Shatter (video game),2010-01-01,Sidhe (game developer),Xbox Series X,
dbpedia_24635,Myst,1993-01-01,Alfa System,Windows PC,Myst (series)
dbpedia_24637,NBA Jam 99,1998-01-01,Iguana West,Nintendo 64,NBA Jam
dbpedia_24639,List of Monster Jam video games,2002-01-01,Ubi Soft Barcelona,PlayStation Portable (PSP),Monster Jam
dbpedia_24641,List of Fire Pro Wrestling games,2012-01-01,Spike Chunsoft,,Fire Pro Wrestling
dbpedia_24642,Shadowgrounds: Survivor,2011-01-01,Frozenbyte,Linux / SteamOS,
dbpedia_24643,Shock Troopers,1997-01-01,DotEmu,,
dbpedia_24644,Rez (video game),2016-01-01,United Game Artists,Oculus Quest,
dbpedia_24645,James Bond 007: Nightfire,2002-01-01,Eurocom,Xbox,James Bond in video games
dbpedia_24646,Die Hard (video game),1991-01-01,Pack-In-Video,,
dbpedia_24647,Disney Infinity 2.0,2015-01-01,Avalanche Software,PlayStation Vita,Disney Infinity
dbpedia_24648,Biker Mice from Mars (2006 video game),2006-01-01,Creat Studios,Nintendo DS,
dbpedia_24650,Fight Night Round 3,2006-01-01,EA Chicago,Xbox 360,Fight Night (video game series)
dbpedia_24651,F1 Racing Championship,2001-01-01,Ubi Soft Shanghai,PlayStation,
