wiki_ref,title,launch_yr,studio,system,franchise
dbpedia_35632,List of Saiyuki video games,2003-01-01,GungHo Online Entertainment,Microsoft Windows 2000,
dbpedia_35635,Halo: Combat Evolved Anniversary,2014-01-01,343 Industries,Xbox Series X/S,Halo (franchise)
dbpedia_35638,World Championship Poker,2004-01-01,Point of View (developer),Xbox 360,
dbpedia_35639,AFL Challenge,2010-01-01,Wicked Witch Software,PlayStation Portable,AFL (video game series)
dbpedia_35640,Where's Waldo? The Fantastic Journey (video game),2009-01-01,Ludia,Wii,
dbpedia_35644,Kamaitachi no Yoru,2013-01-01,Chunsoft,IOS,
dbpedia_35646,Shadow Warrior (1997 video game),1997-01-01,3D Realms,IOS,Shadow Warrior
dbpedia_35648,Harry Potter and the Philosopher's Stone (video game),2003-01-01,Eurocom,Game Boy Color,Harry Potter video games
dbpedia_35649,Avatar: The Last Airbender – The Burning Earth,2007-01-01,Tose (company),Xbox 360,
dbpedia_35652,Stronghold: Crusader,2008-01-01,Firefly Studios,Microsoft Windows,
dbpedia_35653,OutRun Online Arcade,2009-01-01,Sumo Digital,Xbox 360,
dbpedia_35655,RocketBowl,2004-01-01,LargeAnimal,Windows 2000,
dbpedia_35656,Temple Run,2011-01-01,Imangi Studios,Windows Phone,Temple Run (series)
dbpedia_35657,The Idolmaster Shiny Festa,2012-01-01,Bandai Namco Studios,IOS,The Idolmaster
dbpedia_35658,Serious Sam 3: BFE,2020-01-01,Croteam,Xbox 360,Serious Sam
dbpedia_35660,Teenage Mutant Ninja Turtles: Mutant Melee,2005-01-01,Konami,Microsoft Windows,List of Teenage Mutant Ninja Turtles video games
dbpedia_35661,Oddworld: Stranger's Wrath,2005-01-01,Android (operating system),PS3,Oddworld
dbpedia_35662,The Hitchhiker's Guide to the Galaxy (video game),1987-01-01,Infocom,Macintosh,
dbpedia_35664,Mikie,1984-01-01,Konami,Acorn Electron,
dbpedia_35665,Madagascar (video game),2005-01-01,Toys for Bob,PS2,Madagascar (franchise)
dbpedia_35666,Tag Team Wrestling,1983-01-01,Data East,Commodore 64,
dbpedia_35667,One: Kagayaku Kisetsu e,1998-01-01,Tactics (company),Freedom of Mobile Multimedia Access,
dbpedia_35670,Oddworld: Stranger's Wrath,2012-01-01,BlackBerry,Switch,Oddworld
dbpedia_35671,Far Cry 3,2012-01-01,Ubisoft Montreal,PS4,Far Cry
dbpedia_35672,Bad Dudes Vs. DragonNinja,1988-01-01,Data East,Apple II series,
dbpedia_35673,Star Wars: Jedi Starfighter,2002-01-01,LucasArts,Xbox,
dbpedia_35674,The Stanley Parable,2015-01-01,Crows Crows Crows,Xbox One,
dbpedia_35675,TKO Super Championship Boxing,1992-01-01,Sting Entertainment,Super Nintendo,
dbpedia_35676,Five Nights at Freddy's: Help Wanted,2019-01-01,,Microsoft Windows,Five Nights at Freddy's
dbpedia_35677,Tiger Woods PGA Tour 08,2007-01-01,Exient Entertainment,PlayStation Portable,PGA Tour (video game series)
dbpedia_35679,Taz-Mania (video game),1992-01-01,NuFX,Master System,
dbpedia_35680,Fate/unlimited codes,2009-01-01,Cavia (company),Arcade game,
dbpedia_35681,List of Fire Pro Wrestling games,2017-01-01,Human Entertainment,Dreamcast,Fire Pro Wrestling
dbpedia_35683,Yoake no Mariko,2001-01-01,Japan Studio,PS2,
dbpedia_35684,Subway Surfers,2012-01-01,Kiloo,IPadOS,
dbpedia_35685,Wraith: The Oblivion – The Orpheus Device,2020-01-01,,Smart speaker,Wraith: The Oblivion
dbpedia_35686,De Blob 2,2011-01-01,Halfbrick Studios,PS4,
dbpedia_35688,PixelJunk Eden,2009-01-01,Q-Games,Microsoft Windows,PixelJunk
dbpedia_35689,Dragon Quest X,2020-01-01,Square Enix,Windows,Dragon Quest
dbpedia_35694,Erica (video game),2021-01-01,London Studio,PS4,
dbpedia_35696,ATV: Quad Power Racing,2000-01-01,Tantalus Interactive,Playstation,
dbpedia_35697,Dragon Quest II,2011-01-01,Chunsoft,MSX2,Dragon Quest
dbpedia_35698,Pinball Hall of Fame: The Gottlieb Collection,2010-01-01,FarSight Studios,Wii,
dbpedia_35699,Metal Gear Solid: The Twin Snakes,2004-01-01,,GameCube,Metal Gear
dbpedia_35700,Harvest Moon: The Tale of Two Towns,2010-01-01,Marvelous (company),DS,Story of Seasons
dbpedia_35701,Silent Hill 2,2001-01-01,Team Silent,PS2,Silent Hill
dbpedia_35702,Need for Speed: Carbon,2006-01-01,EA Canada,Zeebo,Need for Speed
dbpedia_35703,Dragon Quest X,2020-01-01,Square Enix,PS4,Dragon Quest
dbpedia_35704,Taisen Puzzle-Dama (video game),,Konami,Arcade game,Taisen Puzzle-Dama
dbpedia_35706,Petz: Dogz 2 and Catz 2,2007-01-01,Ubisoft Paris,Mac OS X,
dbpedia_35708,Metal Max Xeno,2020-01-01,Kadokawa Games,PlayStation Vita,Metal Max (series)
dbpedia_35710,Eschalon: Book I,2007-01-01,Basilisk Games,Linux,Eschalon (video game series)
dbpedia_35711,Solomon's Key,2019-01-01,Probe Software,Family Computer Disk System,
dbpedia_35713,Devil May Cry 3: Dante's Awakening,2012-01-01,Capcom,Switch,Devil May Cry
dbpedia_35715,Magic Sword (video game),1993-01-01,Capcom,PlayStation Network,
dbpedia_35717,FlatOut 2,2006-01-01,Bugbear Entertainment,Xbox 360,FlatOut
dbpedia_35719,Monster Hunter Freedom Unite,2014-01-01,Capcom,PlayStation Vita,Monster Hunter
dbpedia_35720,Disgaea: Hour of Darkness,2003-01-01,Nippon Ichi Software,PlayStation Portable,Disgaea
dbpedia_35722,FIFA 06,2005-01-01,EA Canada,Mobile phone,FIFA (video game series)
dbpedia_35723,Backyard Soccer,1998-01-01,Humongous Entertainment,Microsoft Windows,Backyard Sports series
dbpedia_35726,Thor: God of Thunder,2011-01-01,WayForward,DS,
dbpedia_35727,PGA Tour 2K21,2020-01-01,HB Studios,Switch,PGA Tour 2K
dbpedia_35728,Lemmings (video game),1991-01-01,Sunsoft,3DO Interactive Multiplayer,
dbpedia_35730,NBA Live 2003,2002-01-01,NuFX,Xbox,NBA Live (video game series)
dbpedia_35731,MediEvil,1998-01-01,SCE Studio Cambridge,Playstation,MediEvil (series)
dbpedia_35733,Punch Club,2016-01-01,Lazy Bear Games,IOS,
dbpedia_35734,Rugby World Cup 2015 (video game),2015-01-01,HB Studios,PS4,
dbpedia_35736,Trine 2,2011-01-01,Frozenbyte,Microsoft Windows,Trine (video game)
dbpedia_35738,List of Fire Pro Wrestling games,1991-01-01,Spike Chunsoft,Mega Drive,Fire Pro Wrestling
dbpedia_35739,Strider 2 (1999 video game),2014-01-01,Capcom,Arcade game,
dbpedia_35740,Driver 76,2007-01-01,Sumo Digital,PlayStation Portable,Driver (series)
dbpedia_35741,Lego Batman: The Videogame,2008-01-01,TT Fusion,Microsoft Windows,Lego Batman
dbpedia_35742,Olympic Soccer,1996-01-01,Silicon Dreams Studio,Sega Saturn,
dbpedia_35743,Time Crisis (video game),1997-01-01,Namco,Arcade game,Time Crisis
dbpedia_35745,Bet On Soldier: Blood Sport,2005-01-01,Kylotonn,Microsoft Windows,
dbpedia_35746,Terminator 2 (Game Boy video game),,Bits Studios,Game Boy,List of Terminator video games
dbpedia_35747,Kaizō Chōjin Shubibinman 3: Ikai no Princess,1992-01-01,Masaya Games,TurboGrafx-CD,
dbpedia_35749,Half-Life 2: Deathmatch,2013-01-01,Valve Corporation,Mac OS X,Half-Life (series)
dbpedia_35750,Call of Duty 2: Big Red One,2005-01-01,High Voltage Software,GameCube,Call of Duty
dbpedia_35752,Furmins,2012-01-01,Housemarque,IOS,
dbpedia_35753,Vectorman 2,1996-01-01,BlueSky Software,Sega Genesis,
dbpedia_35755,Blazing Souls,2012-01-01,Idea Factory,PlayStation Portable,
dbpedia_35756,Hyperdimension Neptunia U: Action Unleashed,2014-01-01,Compile Heart,Microsoft Windows,Hyperdimension Neptunia
dbpedia_35758,Dynasty Warriors 7,2011-01-01,Omega Force,Xbox 360,Dynasty Warriors
dbpedia_35760,Spore Creatures,2008-01-01,EA Mobile,IPhone,
dbpedia_35761,The Sims 3,2010-01-01,EA Mobile,PS3,The Sims
dbpedia_35764,Whomp 'Em,1990-01-01,Jaleco,Nintendo Entertainment System,
dbpedia_35765,Jurassic Park III: Dino Defender,2001-01-01,Knowledge Adventure,Microsoft Windows,Jurassic Park video games
dbpedia_35767,L.A. Rush,2005-01-01,Midway Studios - Newcastle,PlayStation Portable,Rush (video game series)
dbpedia_35769,Amerzone,1999-01-01,Anuman Interactive,IOS,Syberia
dbpedia_35770,Spare Parts (video game),2011-01-01,EA Bright Light,Xbox 360,
dbpedia_35771,Zoo Keeper (2003 video game),2004-01-01,Success (company),Amusement arcade,
dbpedia_35772,World Championship Poker,2006-01-01,Point of View (developer),Microsoft Windows,
dbpedia_35776,List of Fire Pro Wrestling games,2018-01-01,Human Entertainment,Arcade Game,Fire Pro Wrestling
dbpedia_35778,Atomic Ninjas,2013-01-01,Grip Games,OS X,
dbpedia_35779,SiN,2000-01-01,Hyperion Entertainment,Microsoft Windows,
dbpedia_35780,Kick & Fennick,2015-01-01,Jaywalkers Interactive,PS4,
dbpedia_35781,Runaway 2: The Dream of the Turtle,2013-01-01,Pendulo Studios,IOS,
dbpedia_35782,Nexuiz,2005-01-01,Alientrap,FreeBSD,
dbpedia_35783,Michael Jackson: The Experience,2015-01-01,Ubisoft Sao Paulo,IPhone,
dbpedia_35786,DomiNations,2015-01-01,Nexon,IOS,
dbpedia_35787,4th Super Robot Wars,1997-01-01,Winkysoft,PlayStation Network,Super Robot Wars
dbpedia_35788,Final Fantasy Tactics: The War of the Lions,2007-01-01,Square Enix,Android (operating system),Ivalice Alliance
dbpedia_35789,Michael Jackson: The Experience,2011-01-01,PlayStation Portable,Wii,
dbpedia_35791,Murasaki Baby,2014-01-01,Ovosonico,PlayStation Vita,
dbpedia_35792,Basement Crawl,2014-01-01,Bloober Team,PS4,
dbpedia_35794,Robot Wars: Extreme Destruction,2002-01-01,Warthog Games,Microsoft Windows,
dbpedia_35795,The Legend of Sword and Fairy 6,2015-01-01,Softstar,Xbox One,The Legend of Sword and Fairy
dbpedia_35796,Mega Man Legends (video game),2001-01-01,Capcom,Nintendo 64,Mega Man Legends
dbpedia_35798,Daisenryaku,2005-01-01,Genki (company),PlayStation Portable,
dbpedia_35799,Donkey Kong (video game),1983-01-01,Nintendo Research & Development 1,Commodore 64,Donkey Kong
dbpedia_35800,The Sims 3,2011-01-01,Maxis,N-Gage (service),The Sims
dbpedia_35801,Cho Aniki,2003-01-01,Psikyo,Wii,
dbpedia_35804,Wargame: European Escalation,2012-01-01,Eugen Systems,Mac OS X,
dbpedia_35808,Turn and Burn: No-Fly Zone,1994-01-01,Imagineering (company),Game Boy Advance,
dbpedia_35809,Raiden (video game),1991-01-01,Com2uS,MS-DOS,Raiden (series)
dbpedia_35810,Lego Marvel Super Heroes,2014-01-01,TT Fusion,Xbox One,
dbpedia_35811,Rock 'Em Sock 'Em Robots Arena,2000-01-01,Paradox Development,Playstation,Rock 'Em Sock 'Em Robots
dbpedia_35812,Scrabble (video game),2009-01-01,Arc Developments,Acorn Archimedes,
dbpedia_35813,Harry Potter and the Philosopher's Stone (video game),2001-01-01,Xbox (console),Microsoft Windows,Harry Potter video games
dbpedia_35814,International Track & Field 2000,2000-01-01,Konami,Nintendo 64,
dbpedia_35815,Razor Freestyle Scooter,2000-01-01,Shaba Games,Playstation,
dbpedia_35817,Risk (video game),2015-01-01,Sculptured Software,Amiga,
dbpedia_35818,Phoenix Wright: Ace Attorney – Trials and Tribulations,2006-01-01,Capcom Production Studio 4,Game Boy Advance,Ace Attorney
dbpedia_35819,Driver: Parallel Lines,2007-01-01,Ubisoft Reflections,Wii,Driver (video game series)
dbpedia_35820,Super Street Fighter IV,2010-01-01,Dimps,Xbox 360,Street Fighter
dbpedia_35822,Uno (video game),2009-01-01,PS4,PlayStation Portable,Uno (card game)
dbpedia_35823,Leather Goddesses of Phobos,1986-01-01,Infocom,Amiga,
dbpedia_35824,Versailles II: Testament of the King,2001-01-01,Cryo Interactive,Microsoft Windows,Versailles
dbpedia_35825,Tesla Effect: A Tex Murphy Adventure,2014-01-01,Big Finish Games,OS X,Tex Murphy
dbpedia_35826,Dragon Knight (video game),1989-01-01,ELF Corporation,Sharp X68000,Dragon Knight (series)
dbpedia_35827,Street Fighter Alpha 3,2002-01-01,Crawfish Interactive,Arcade game,Street Fighter
dbpedia_35829,The Silver Case,2017-01-01,Grasshopper Manufacture,Windows,
dbpedia_35830,Puyo Puyo (video game),1995-01-01,,Family Computer Disk System,Puyo Puyo
dbpedia_35831,Wizardry: Proving Grounds of the Mad Overlord,2003-01-01,Game Studio (company),FM-7,Wizardry
dbpedia_35833,FIFA 19,2018-01-01,EA Vancouver,,FIFA (video game series)
dbpedia_35834,Cloudy with a Chance of Meatballs (video game),2009-01-01,Ubisoft Shanghai,Wii,
dbpedia_35835,Cleopatra Fortune,2022-01-01,Taito,Xbox One,
dbpedia_35836,Cabela's Survival: Shadows of Katmai,2011-01-01,Fun Labs,Wii,
dbpedia_35837,Fruit Ninja,2016-01-01,Halfbrick Studios,Windows Phone,
dbpedia_35838,The Addams Family (video game series),2001-01-01,Ocean Software,Nintendo Entertainment System,
dbpedia_35839,Jeremy McGrath Supercross 2000,2000-01-01,Sculptured Software,Playstation,Jeremy McGrath Supercross
dbpedia_35840,Oddworld: Stranger's Wrath,2012-01-01,PlayStation 3,Ouya,Oddworld
dbpedia_35842,Pac-Man World,1999-01-01,Namco,Game Boy Advance,List of Pac-Man video games
dbpedia_35843,Mortal Kombat II,1994-01-01,Backbone Entertainment,Master System,Mortal Kombat
dbpedia_35844,DJMax Respect,2017-01-01,Neowiz MUCA,PS4,
dbpedia_35845,Just Dance 4,2012-01-01,Ubisoft Paris,Xbox 360,Just Dance (video game series)
dbpedia_35846,Beyond a Steel Sky,2021-01-01,Revolution Software,MacOS,
dbpedia_35851,Sonic Blast,1996-01-01,Aspect Co.,Master System,Sonic the Hedgehog
dbpedia_35852,Balloon Fight,1985-01-01,HAL Laboratory,Game Boy Advance,
dbpedia_35853,Gex (video game),1995-01-01,Crystal Dynamics,Microsoft Windows,Gex (series)
dbpedia_35854,The Simpsons: Road Rage,2001-01-01,Radical Entertainment,GameCube,List of The Simpsons video games
dbpedia_35856,Volume (video game),2016-01-01,Mike Bithell,Microsoft Windows,
dbpedia_35857,Halo: Combat Evolved,2001-01-01,Bungie,Xbox,Halo (franchise)
dbpedia_35860,SimCity (1989 video game),2006-01-01,Nintendo Entertainment Analysis and Development,FM Towns,SimCity
dbpedia_35861,The 7th Guest,2015-01-01,Trilobyte (company),IOS,
dbpedia_35862,Eisenhorn: Xenos,2016-01-01,,Microsoft Windows,"Warhammer 40,000"
dbpedia_35863,Kalimba (video game),2015-01-01,Press Play (company),Xbox One,
dbpedia_35868,Sniper Elite (video game),2010-01-01,Rebellion Developments,Wii,Sniper Elite
dbpedia_35869,Doom (1993 video game),2012-01-01,Id Software,3DO Interactive Multiplayer,Doom (franchise)
dbpedia_35870,Bio F.R.E.A.K.S.,1998-01-01,Midway Studios San Diego,Playstation,
dbpedia_35872,Romance of the Three Kingdoms VI: Awakening of the Dragon,1999-01-01,Koei,Windows 95,Romance of the Three Kingdoms (video game series)
dbpedia_35873,List of Monster Jam video games,2014-01-01,Inland Productions,PS3,Monster Jam
dbpedia_35874,Oddworld: Munch's Oddysee,2001-01-01,"Art Co., Ltd",PlayStation Vita,Oddworld
dbpedia_35875,Persona 4,2008-01-01,Atlus,,Persona (series)
dbpedia_35876,Insurgency: Sandstorm,2018-01-01,New World Interactive,PlayStation 5,
dbpedia_35878,List of Fire Pro Wrestling games,2012-01-01,Spike Chunsoft,PC Engine,Fire Pro Wrestling
dbpedia_35879,Def Jam Rapstar,2010-01-01,4mm Games,PS3,
dbpedia_35882,Earthworm Jim (video game),1995-01-01,Game Titan,MS-DOS,Earthworm Jim
dbpedia_35883,Serious Sam 3: BFE,2014-01-01,Croteam,Linux,Serious Sam
dbpedia_35884,Train Valley,2016-01-01,Flazm,PS4,
dbpedia_35886,Street Fighter Alpha 3,1998-01-01,Crawfish Interactive,PlayStation Portable,Street Fighter
dbpedia_35887,Prinny: Can I Really Be the Hero?,2008-01-01,Nippon Ichi Software,Switch,Disgaea
dbpedia_35889,Hamtaro (video game series),2000-01-01,AlphaDream,DS,
dbpedia_35890,Cyber Troopers Virtual-On Oratorio Tangram,1999-01-01,Sega AM3,Dreamcast,Virtual On
dbpedia_35892,Mass Effect 3: From Ashes,2012-01-01,BioWare,PS3,Mass Effect
dbpedia_35893,The 25th Ward: The Silver Case,2005-01-01,Grasshopper Manufacture,Mobile game,
dbpedia_35897,Penumbra: Overture,2007-01-01,Frictional Games,Linux,Penumbra (video game series)
dbpedia_35898,Brunswick Pro Bowling,2015-01-01,"Point of View, Inc.",PS2,
dbpedia_35899,Dragon Slayer: The Legend of Heroes II,1992-01-01,Nihon Falcom,Super Famicom,Dragon Slayer (series)
dbpedia_35900,The Mummy (video game),2000-01-01,Rebellion Developments,Game Boy Color,
dbpedia_35903,Tennis (1984 video game),1989-01-01,Nintendo EAD,PlayChoice-10,
dbpedia_35904,Heavy Fire,2010-01-01,Teyon,Xbox One,
dbpedia_35905,Wanted: Weapons of Fate,2008-01-01,Grin (company),Microsoft Windows,
dbpedia_35906,The Cave (video game),2013-01-01,Double Fine Productions,Microsoft Windows,
dbpedia_35908,All-Star Baseball 2002,2001-01-01,Acclaim Studios Austin,GameCube,All-Star Baseball
dbpedia_35909,Top Eleven Football Manager,2010-01-01,Nordeus,Android (operating system),
dbpedia_35910,Centipede (1998 video game),1998-01-01,Mondo Media,Microsoft Windows,
dbpedia_35911,Battle Arena Toshinden 3,2016-01-01,Tamsoft,PlayStation Portable,
dbpedia_35912,Machinarium,2018-01-01,Amanita Design,PS4,
dbpedia_35913,Disgaea: Hour of Darkness,2016-01-01,Nippon Ichi Software,PS4,Disgaea
dbpedia_35914,The Blackwell Deception,2015-01-01,Wadjet Eye Games,Windows,Blackwell (series)
dbpedia_35915,Terraria,2011-01-01,Re-Logic,Linux,
dbpedia_35916,Outlaw Tennis,2005-01-01,Hypnotix,Xbox,
dbpedia_35917,Pixie Hollow (video game),2008-01-01,Disney Interactive Studios,Microsoft Windows,
dbpedia_35918,Silver (video game),2000-01-01,Spiral House,Dreamcast,
dbpedia_35919,Arcana Heart 3,2011-01-01,Team Arcana,Arcade game,Arcana Heart
dbpedia_35920,Michael Jackson: The Experience,2010-01-01,PlayStation Vita,IPad,
dbpedia_35921,Shattered Planet,2014-01-01,Kitfox Games,Mac OS,
dbpedia_35922,Bug!,1995-01-01,Beam Software,Microsoft Windows,
dbpedia_35924,Bejeweled 2,2004-01-01,PopCap Games,Xbox Live Arcade,Bejeweled (series)
dbpedia_35926,Sherlock Holmes: The Mystery of the Mummy,2002-01-01,Frogwares,DS,Sherlock Holmes (video game series)
dbpedia_35928,Higurashi Daybreak,2009-01-01,Cavia (company),Microsoft Windows,
dbpedia_35929,Crown and Council,2016-01-01,Mojang,Microsoft Windows,
dbpedia_35930,Leisure Suit Larry: Wet Dreams Dry Twice,2020-01-01,,MacOS,Leisure Suit Larry
dbpedia_35932,Space Harrier,1985-01-01,Sega,Master System,
dbpedia_35933,Disney's Chicken Little: Ace in Action,2015-01-01,DC Studios (video game developer),DS,
dbpedia_35934,Arcana Heart 3,2015-01-01,Examu,PS3,Arcana Heart
dbpedia_35936,Turmoil (2016 video game),2016-01-01,Gamious,MacOS,
dbpedia_35938,Mana Khemia: Alchemists of Al-Revis,2007-01-01,Gust Co. Ltd.,PS2,Atelier (video game series)
dbpedia_35939,Road Blaster,1992-01-01,Telenet Japan,LaserActive,
dbpedia_35940,Shin Megami Tensei II,2012-01-01,Atlus,Playstation,Megami Tensei
dbpedia_35941,Deus Ex Machina (video game),2015-01-01,Automata UK,IOS,
dbpedia_35942,Star Trek: The Next Generation (1994 video game),1995-01-01,Spectrum HoloByte,Sega Genesis,Star Trek
dbpedia_35944,List of Fire Pro Wrestling games,2011-01-01,Spike (company),Game Boy Advance,Fire Pro Wrestling
dbpedia_35945,NHL 2K9,2008-01-01,Visual Concepts,PS3,NHL 2K
dbpedia_35947,Panzer Dragoon (video game),1996-01-01,Team Andromeda,Xbox,Panzer Dragoon
dbpedia_35948,Need for Speed: Underground 2,2004-01-01,,DS,Need for Speed
dbpedia_35949,Will Rock,2003-01-01,Saber Interactive,Microsoft Windows,
dbpedia_35951,Mr. Driller (video game),2009-01-01,Namco,IOS,Mr. Driller
dbpedia_35952,Nights into Dreams,2012-01-01,Sonic Team,Windows,
dbpedia_35953,In the Groove (video game),2004-01-01,Roxor Games,Mac OS X,In the Groove (series)
dbpedia_35954,Nuts & Milk,1984-01-01,Hudson Soft,Family Computer,
dbpedia_35955,Evil Dead: Hail to the King,2000-01-01,Heavy Iron Studios,Microsoft Windows,
dbpedia_35957,Gems with Friends,2012-01-01,Zynga,IOS,
dbpedia_35958,SSX 3,2003-01-01,EA Canada,Game Boy Advance,SSX
dbpedia_35962,Baseball Stars 2,1992-01-01,M2 (game developer),Nintendo Entertainment System,Baseball Stars
dbpedia_35963,Gran Turismo Sport,2017-01-01,Polyphony Digital,PS4,Gran Turismo (series)
dbpedia_35964,Ms. Pac-Man,1982-01-01,General Computer Corporation,Atari Lynx,List of Pac-Man video games
dbpedia_35966,Pro Wrestling (NES video game),1986-01-01,Nintendo R&D3,Arcade game,
dbpedia_35967,Alien Rage,2013-01-01,CI Games,Microsoft Windows,
dbpedia_35968,Grand Theft Auto: Vice City,2003-01-01,Rockstar North,PS2,Grand Theft Auto
dbpedia_35970,Hydro Thunder,2000-01-01,Eurocom,Nintendo 64,
dbpedia_35972,Reel Fishing,1996-01-01,Marvelous Entertainment,Playstation,
dbpedia_35974,M.A.C.H. 3,1983-01-01,Gottlieb,Arcade game,
dbpedia_35975,Grow Up (video game),2016-01-01,Ubisoft Reflections,PS4,
dbpedia_35977,Dragon Quest V,1992-01-01,Matrix Software,DS,Dragon Quest
dbpedia_35978,List of Monster Jam video games,2020-01-01,Team6 Game Studios,PS3,Monster Jam
dbpedia_35979,Ms. Pac-Man: Quest for the Golden Maze,2001-01-01,,Microsoft Windows,List of Pac-Man video games
