Attribute_1,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,sales
sales_3399,Batman: Arkham Asylum,2009-01-01,Rocksteady Studios,Eidos Interactive,PC,91,8.7,T,0
sales_3400,"Warhammer 40,000: Squad Command",2007-01-01,RedLynx,THQ,Playstation Portable,67,7.6,T,0
sales_3401,Darkwatch,2005-01-01,High Moon Studios,Ubisoft,PS2,74,8.4,M,0
sales_3402,Tony Hawk's American Wasteland,2005-01-01,Neversoft Entertainment,Activision,Xbox 360,75,7.2,T,0
sales_3403,Beautiful Katamari,2007-01-01,Now Production,Namco Bandai Games,Xbox 360,73,7.0,E,0
sales_3404,Prince of Persia: The Sands of Time,2003-01-01,Ubisoft,Ubisoft,GameCube,92,8.4,T,0
sales_3405,Harry Potter and the Deathly Hallows - Part 2,2011-01-01,EA Bright Light,Electronic Arts,PS3,43,5.7,T,0
sales_3406,Sky Odyssey,2000-01-01,CAProduction,Sony Computer Entertainment,PS2,79,8.4,E,0
sales_3407,World of Warcraft: Legion,2016-01-01,Blizzard Entertainment,Activision,PC,88,7.5,T,0
sales_3408,Hatsune Miku: Project Diva F 2nd,2014-01-01,Sega,Sega,Playstation Vita,81,8.4,T,0
sales_3409,Bleach: Shattered Blade,2006-01-01,Polygon Magic,Sega,Wii,58,7.5,T,0
sales_3410,FIFA Street 3,2008-01-01,EA Canada,Electronic Arts,PS3,63,6.9,E,0
sales_3411,Fortress,2001-01-01,Pipe Dream Interactive,Majesco Entertainment,Game Boy Advance,64,,E,0
sales_3412,FIFA 2001 Major League Soccer,2000-01-01,EA Sports,Electronic Arts,Playstation,85,7.8,E,0
sales_3413,Operation Flashpoint: Red River,2011-01-01,Codemasters,Codemasters,PS3,67,6.3,M,0
sales_3414,Power Rangers Samurai,2011-01-01,Inti Creates,Namco Bandai Games,Wii,45,,E10+,0
sales_3415,DiRT 2,2009-01-01,Codemasters,Sony Computer Entertainment,Playstation Portable,55,5.7,E10+,0
sales_3416,Frogger's Adventures: The Rescue,2003-01-01,Konami,Konami Digital Entertainment,PS2,59,8.5,E,0
sales_3417,Silent Hill HD Collection,2012-01-01,Hijinx Studios,Konami Digital Entertainment,PS3,70,4.8,M,0
sales_3418,Karaoke Revolution Volume 3,2004-01-01,Harmonix Music Systems,Konami Digital Entertainment,PS2,82,7.8,E,0
sales_3419,Army of Two: The 40th Day,2010-01-01,"Buzz Monkey, EA Montreal",Electronic Arts,Playstation Portable,49,6.0,M,0
sales_3420,Persona 4: Dancing All Night,2015-01-01,"Atlus, Dingo Inc.",Nippon Ichi Software,Playstation Vita,76,8.6,T,0
sales_3421,Ultimate Fighting Championship: Throwdown,2002-01-01,Opus,Ubisoft,PS2,68,8.0,T,0
sales_3422,Disney's Extreme Skate Adventure,2003-01-01,Toys for Bob,Activision,PS2,78,8.3,E,0
sales_3423,Prey,2006-01-01,Venom Games,Take-Two Interactive,Xbox 360,79,7.3,M,0
sales_3424,Shaun White Snowboarding,2008-01-01,Ubisoft,Ubisoft,Playstation Portable,70,7.5,E10+,0
sales_3425,Folklore,2007-01-01,"Game Republic, JapanStudio",Sony Computer Entertainment,PS3,75,8.2,T,0
sales_3426,Murdered: Soul Suspect,2014-01-01,Airtight Games,Square Enix,PS4,59,6.9,M,0
sales_3427,The Darkness II,2012-01-01,Digital Extremes,Take-Two Interactive,PS3,79,7.6,M,0
sales_3428,NBA 2K3,2002-01-01,Visual Concepts,Sega,Xbox,87,7.9,E,0
sales_3429,Sega Smash Pack,2002-01-01,CodeFire,Atari,Game Boy Advance,60,,E,0
sales_3430,NFL Fever 2004,2003-01-01,Microsoft Game Studios,Microsoft Game Studios,Xbox,74,8.8,E,0
sales_3431,FIFA Street 3,2008-01-01,EA Canada,Electronic Arts,Xbox 360,63,6.9,E,0
sales_3432,Cabela's Dangerous Hunts 2011,2010-01-01,Activision,Activision,Xbox 360,55,,T,0
sales_3433,Test Drive Unlimited,2006-01-01,Eden Studios,Atari,Xbox 360,82,8.0,E10+,0
sales_3434,Marvel Nemesis: Rise of the Imperfects,2005-01-01,EA Canada,Electronic Arts,Playstation Portable,58,8.7,T,0
sales_3435,The Biggest Loser,2009-01-01,Webfoot Technologies,THQ,DS,63,,E,0
sales_3436,Kingdom Under Fire: The Crusaders,2004-01-01,Phantagram,Deep Silver,Xbox,81,7.9,M,0
sales_3437,4x4 Evolution,2001-01-01,Terminal Reality,Gathering of Developers,PS2,64,,E,0
sales_3438,Clive Barker's Jericho,2007-01-01,"Mercury Steam, Alchemic Productions",Codemasters,Xbox 360,63,7.4,M,0
sales_3439,Romance of the Three Kingdoms VII,2000-01-01,Koei,Tecmo Koei,PS2,72,8.7,E,0
sales_3440,Fable III,2011-01-01,Lionhead Studios,Microsoft Game Studios,PC,75,5.4,M,0
sales_3441,"Monsters, Inc.",2002-01-01,Artificial Mind and Movement,Sony Computer Entertainment,PS2,52,7.2,E,0
sales_3442,DJ Hero,2009-01-01,FreeStyleGames,Activision,PS2,87,6.4,T,0
sales_3443,Lord of Arcana,2010-01-01,Access Games,Square Enix,Playstation Portable,53,5.5,M,0
sales_3444,Phineas and Ferb: Across the 2nd Dimension,2011-01-01,High Impact Games,Disney Interactive Studios,PS3,63,6.6,E10+,0
sales_3445,Tekken 6,2009-01-01,"Namco Bandai Games America, Namco Bandai Games",Namco Bandai Games,Playstation Portable,82,8.2,T,0
sales_3446,Dynasty Warriors 4 Empires,2004-01-01,Omega Force,Tecmo Koei,PS2,71,8.8,T,0
sales_3447,Shenmue II,2002-01-01,Sega AM2,Microsoft Game Studios,Xbox,80,9.3,T,0
sales_3448,Crash of the Titans,2007-01-01,Radical Entertainment,Vivendi Games,Xbox 360,65,6.3,E10+,0
sales_3449,Rugby World Cup 2011,2011-01-01,HB Studios Multimedia,505 Games,PS3,50,5.6,E,0
sales_3450,F1 Race Stars,2012-01-01,Codemasters,Codemasters,PS3,61,5.6,E,0
sales_3451,Overlord II,2009-01-01,Triumph Studios,Codemasters,PS3,72,7.6,T,0
sales_3452,Shrek the Third,2007-01-01,Amaze Entertainment,Activision,Playstation Portable,57,,E10+,0
sales_3453,BlazBlue: Continuum Shift,2010-01-01,Arc System Works,PQube,Xbox 360,85,8.7,T,0
sales_3454,MLB 07: The Show,2007-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PS3,77,7.5,E,0
sales_3455,Crash Nitro Kart,2003-01-01,Vicarious Visions,Vivendi Games,Xbox,70,8.9,E,0
sales_3456,Etrian Odyssey III: The Drowned City,2010-01-01,Atlus,Atlus,DS,77,8.0,E10+,0
sales_3457,Batman: Arkham Origins,2013-01-01,Iron Galaxy Studios,Warner Bros. Interactive Entertainment,PC,74,7.5,T,0
sales_3458,Harry Potter and the Half-Blood Prince,2009-01-01,EA Bright Light,Electronic Arts,Xbox 360,64,6.8,E10+,0
sales_3459,Fishing Master,2007-01-01,Hudson Soft,Konami Digital Entertainment,Wii,58,8.1,E,0
sales_3460,Madden NFL 2004,2003-01-01,BudCat,Electronic Arts,Game Boy Advance,70,6.6,E,0
sales_3461,NBA Inside Drive 2003,2002-01-01,High Voltage Software,Microsoft Game Studios,Xbox,72,7.8,E,0
sales_3462,FIFA Street,2005-01-01,EA Canada,Electronic Arts,PS2,59,7.9,E,0
sales_3463,Monster Lab,2008-01-01,Backbone Entertainment,Eidos Interactive,Wii,73,8.4,E10+,0
sales_3464,Fate/Extra,2010-01-01,"Image Epoch, Imageepoch",Marvelous Interactive,Playstation Portable,58,8.1,T,0
sales_3465,Drakengard 3,2013-01-01,Access Games,Square Enix,PS3,61,7.7,M,0
sales_3466,Catherine,2011-01-01,Atlus,Deep Silver,Xbox 360,82,7.9,M,0
sales_3467,The Matrix: Path of Neo,2005-01-01,Shiny Entertainment,Atari,Xbox,73,7.3,T,0
sales_3468,Namco Museum: Virtual Arcade,2008-01-01,Namco Bandai Games,Atari,Xbox 360,63,,E10+,0
sales_3469,Bust-A-Move Universe,2011-01-01,Arika,Square Enix,3DS,49,4.8,E,0
sales_3470,Mortal Kombat: Shaolin Monks,2005-01-01,Midway Studios - Los Angeles,Midway Games,Xbox,78,6.6,M,0
sales_3471,Batman: Arkham Origins,2013-01-01,Human Head Studios,Warner Bros. Interactive Entertainment,WiiU,68,7.4,T,0
sales_3472,Shin Megami Tensei: Devil Survivor 2,2011-01-01,Atlus,Ghostlight,DS,79,8.8,T,0
sales_3473,Sonic Boom: Rise of Lyric,2014-01-01,Big Red Button Entertainment,Sega,WiiU,32,3.6,E10+,0
sales_3474,The Settlers 7: Paths to a Kingdom,2010-01-01,Blue Byte,Ubisoft,PC,79,5.2,E10+,0
sales_3475,WipEout Pulse,2007-01-01,Studio Liverpool,Sony Computer Entertainment,Playstation Portable,82,8.6,E10+,0
sales_3476,The Legend of Spyro: Dawn of the Dragon,2008-01-01,Etranges Libellules,Vivendi Games,Xbox 360,62,7.2,E10+,0
sales_3477,Fuel,2009-01-01,Asobo Studio,Codemasters,Xbox 360,66,7.0,E,0
sales_3478,Tropico 5,2015-01-01,Haemimont,Kalypso Media,PS4,76,7.1,T,0
sales_3479,KISS Pinball,2001-01-01,Wildfire Studios,Take-Two Interactive,Playstation,26,3.8,T,0
sales_3480,Brothers In Arms: Earned in Blood,2005-01-01,Gearbox Software,Ubisoft,Xbox,85,8.6,M,0
sales_3481,LEGO Legends of Chima: Laval's Journey,2013-01-01,TT Games,Warner Bros. Interactive Entertainment,3DS,65,3.6,E10+,0
sales_3482,Skylanders: SuperChargers,2015-01-01,Vicarious Visions,Activision,PS4,81,3.3,E10+,0
sales_3483,7 Wonders II,2009-01-01,MumboJumbo,Rondomedia,DS,60,,E,0
sales_3484,Dark Void,2010-01-01,Airtight Games,Capcom,Xbox 360,59,6.0,T,0
sales_3485,Manhunt 2,2007-01-01,Rockstar London,Take-Two Interactive,Playstation Portable,69,8.1,M,0
sales_3486,Mega Man Maverick Hunter X,2005-01-01,Capcom,Capcom,Playstation Portable,79,8.3,E10+,0
sales_3487,Clash of the Titans,2010-01-01,Game Republic,Namco Bandai Games,PS3,41,1.7,T,0
sales_3488,Mega Man Battle Network 2,2002-01-01,Capcom,Ubisoft,Game Boy Advance,81,9.0,E,0
sales_3489,Major League Baseball 2K8,2008-01-01,Kush Games,Bethesda Softworks,PS3,67,5.6,E,0
sales_3490,Pandora's Tower,2011-01-01,Ganbarion,Nintendo,Wii,73,8.0,T,0
sales_3491,SimAnimals,2009-01-01,Electronic Arts,Electronic Arts,Wii,58,2.1,E,0
sales_3492,Tiger Woods PGA Tour 06,2005-01-01,EA Sports,Electronic Arts,Xbox 360,71,7.4,E,0
sales_3493,Jonah Lomu Rugby Challenge,2011-01-01,Sidhe Interactive,Home Entertainment Suppliers,Xbox 360,73,6.0,E,0
sales_3494,Midway Arcade Treasures 2,2004-01-01,Backbone Entertainment,Midway Games,Xbox,74,7.4,M,0
sales_3495,The Incredible Hulk,2008-01-01,Edge of Reality,Sega,Wii,46,,T,0
sales_3496,NASCAR Thunder 2003,2002-01-01,EA Sports,Electronic Arts,GameCube,85,6.6,E,0
sales_3497,Mega Man Zero Collection,2010-01-01,"Inti, Inti Creates",Capcom,DS,78,8.9,E,0
sales_3498,Pro Evolution Soccer 2013,2012-01-01,Konami,Konami Digital Entertainment,Xbox 360,82,6.9,E,0
sales_3499,Star Wars Racer Revenge,2002-01-01,Rainbow Studios,LucasArts,PS2,73,8.5,E,0
sales_3500,NCAA Final Four 2002,2001-01-01,989 Sports,Sony Computer Entertainment,PS2,52,6.5,E,0
sales_3501,Blade II,2002-01-01,Mucky Foot Productions,Activision,PS2,49,6.1,M,0
sales_3502,Calvin Tucker's Redneck Jamboree,2008-01-01,Humagade,Zoo Games,Wii,26,,E10+,0
sales_3503,TRON: Evolution,2010-01-01,Propaganda Games,Disney Interactive Studios,Xbox 360,58,6.0,T,0
sales_3504,Bruce Lee: Quest of the Dragon,2002-01-01,Ronin Entertainment,Universal Interactive,Xbox,32,2.4,T,0
sales_3505,Disney's The Emperor's New Groove,2000-01-01,Disney Interactive,Sony Computer Entertainment,Playstation,66,7.2,E,0
sales_3506,Dragon Ball Z: Battle of Z,2014-01-01,Artdink,Namco Bandai Games,PS3,54,5.3,T,0
sales_3507,Disney's Stitch: Experiment 626,2002-01-01,High Voltage Software,Sony Computer Entertainment,PS2,59,7.8,E,0
sales_3508,Orphen: Scion of Sorcery,2000-01-01,Shade,Activision,PS2,54,5.8,T,0
sales_3509,NBA Live 08,2007-01-01,EA Canada,Electronic Arts,Playstation Portable,73,6.2,E,0
sales_3510,Star Wars Episode III: Revenge of the Sith,2005-01-01,Ubisoft,Ubisoft,DS,73,7.8,E10+,0
sales_3511,Ultimate Spider-Man,2005-01-01,Vicarious Visions,Activision,Game Boy Advance,62,7.3,E10+,0
sales_3512,Midtown Madness 3,2003-01-01,Digital Illusions,Microsoft Game Studios,Xbox,76,8.3,E,0
sales_3513,Shrek Swamp Kart Speedway,2002-01-01,Prolific,TDK Mediactive,Game Boy Advance,27,8.9,E,0
sales_3514,Contra 4,2007-01-01,WayForward,Konami Digital Entertainment,DS,83,8.4,T,0
sales_3515,Spyro: Attack of the Rhynocs,2003-01-01,Digital Eclipse,Universal Interactive,Game Boy Advance,72,7.5,E,0
sales_3516,Monsters vs. Aliens,2009-01-01,Beenox,Activision,PS3,66,4.5,E10+,0
sales_3517,NASCAR 2011: The Game,2011-01-01,Eutechnyx,Activision,Xbox 360,62,4.1,E,0
sales_3518,BlazBlue: Chrono Phantasma,2013-01-01,Arc System Works,Arc System Works,PS3,83,8.3,T,0
sales_3519,Kingdoms of Amalur: Reckoning,2012-01-01,Big Huge Games,Electronic Arts,PC,81,6.6,M,0
sales_3520,Mario Party: Star Rush,2016-01-01,"Nintendo, Nd Cube",Nintendo,3DS,68,6.8,E,0
sales_3521,Karaoke Revolution Party,2005-01-01,Harmonix Music Systems,Konami Digital Entertainment,PS2,78,,E10+,0
sales_3522,Burnout,2002-01-01,Criterion Games,Acclaim Entertainment,GameCube,78,7.9,E,0
sales_3523,Lizzie McGuire 3: Homecoming Havoc,2005-01-01,Climax Group,Disney Interactive Studios,Game Boy Advance,59,,E,0
sales_3524,Chaos Legion,2003-01-01,Capcom,Capcom,PS2,65,8.2,T,0
sales_3525,Charlie and the Chocolate Factory,2005-01-01,"High Voltage Software, Backbone Entertainment",Global Star,Game Boy Advance,36,3.8,E,0
sales_3526,Neopets: The Darkest Faerie,2005-01-01,Idol Minds,Sony Computer Entertainment,PS2,61,8.5,E10+,0
sales_3527,Naruto Shippuden: Ultimate Ninja Storm 4,2016-01-01,CyberConnect2,Namco Bandai Games,XOne,81,8.5,T,0
sales_3528,Batman: Arkham VR,2016-01-01,Rocksteady Studios,Warner Bros. Interactive Entertainment,PS4,75,7.3,M,0
sales_3529,24: The Game,2006-01-01,SCE Studio Cambridge,Sony Computer Entertainment,PS2,62,8.2,M,0
sales_3530,The King of Fighters XIII,2011-01-01,SNK Playmore,Rising Star Games,PS3,77,8.2,T,0
sales_3531,Tom Clancy's Splinter Cell 3D,2011-01-01,Ubisoft,Ubisoft,3DS,53,5.5,T,0
sales_3532,Magna Carta 2,2009-01-01,"Banpresto, SoftMax",Banpresto,Xbox 360,69,7.0,T,0
sales_3533,Looney Tunes: Duck Amuck,2007-01-01,WayForward,Warner Bros. Interactive Entertainment,DS,66,,E,0
sales_3534,Romance of the Three Kingdoms VIII,2002-01-01,Koei,Tecmo Koei,PS2,77,8.9,E,0
sales_3535,F1 2013,2013-01-01,Codemasters,Codemasters,Xbox 360,79,6.6,E,0
sales_3536,Crazy Taxi: Catch a Ride,2003-01-01,Graphic State,THQ,Game Boy Advance,48,5.9,E,0
sales_3537,Final Fantasy XI: Wings of the Goddess,2007-01-01,Square Enix,Square Enix,Xbox 360,63,5.8,T,0
sales_3538,PowerUp Heroes,2011-01-01,Ubisoft,Ubisoft,Xbox 360,61,7.5,E10+,0
sales_3539,Jonas,2009-01-01,Altron,Disney Interactive Studios,DS,45,,E,0
sales_3540,Rayman 2: Revolution,2000-01-01,Ubisoft,Ubisoft,PS2,90,8.2,E,0
sales_3541,Madden NFL 13,2012-01-01,EA Tiburon,Electronic Arts,Playstation Vita,63,7.3,E,0
sales_3542,Army Men: Air Attack 2,2000-01-01,3DO,3DO,Playstation,74,5.3,T,0
sales_3543,Stranglehold,2007-01-01,Midway,Midway Games,PS3,77,7.9,M,0
sales_3544,Pride FC: Fighting Championships,2003-01-01,Anchor,THQ,PS2,73,8.6,M,0
sales_3545,Eternal Ring,2000-01-01,From Software,Ubisoft,PS2,62,5.3,T,0
sales_3546,Resident Evil Archives: Resident Evil,2008-01-01,Capcom,Capcom,Wii,76,8.9,M,0
sales_3547,Dynasty Warriors 6,2007-01-01,Omega Force,Tecmo Koei,Xbox 360,60,7.4,T,0
sales_3548,Silent Hill: Shattered Memories,2010-01-01,"Climax Group, Climax Studios",Konami Digital Entertainment,Playstation Portable,73,7.5,M,0
sales_3549,Dance Dance Revolution Universe 3,2008-01-01,Konami,Konami Digital Entertainment,Xbox 360,65,7.7,E,0
sales_3550,Showdown: Legends of Wrestling,2004-01-01,Acclaim,Acclaim Entertainment,PS2,55,6.1,T,0
sales_3551,Sword Art Online: Hollow Fragment,2014-01-01,Bandai Namco Games,Namco Bandai Games,Playstation Vita,67,7.6,T,0
sales_3552,Full Spectrum Warrior,2005-01-01,Pandemic Studios,THQ,PS2,74,8.0,M,0
sales_3553,The Sims 2: Pets,2006-01-01,Maxis,Electronic Arts,PS2,68,8.0,T,0
sales_3554,Spirit: Stallion of the Cimarron,2002-01-01,Hyperspace Cowgirls,THQ,Game Boy Advance,46,,E,0
sales_3555,MySims Party,2009-01-01,EA Games,Electronic Arts,DS,64,,E,0
sales_3556,Fist of the North Star: Ken's Rage 2,2012-01-01,"Koei, Omega Force",Tecmo Koei,PS3,49,7.0,M,0
sales_3557,Shark Tale,2004-01-01,Edge of Reality,Activision,GameCube,69,,E,0
sales_3558,MLB SlugFest Loaded,2004-01-01,Point of View,Midway Games,PS2,77,9.5,T,0
sales_3559,Teenage Mutant Ninja Turtles,2003-01-01,Konami,Konami Digital Entertainment,Xbox,56,8.4,E,0
sales_3560,Capcom Classics Collection Remixed,2006-01-01,Digital Eclipse,Capcom,Playstation Portable,72,7.0,T,0
sales_3561,1701 A.D.,2006-01-01,Related Designs,Deep Silver,PC,79,8.3,E10+,0
sales_3562,Lego Star Wars: The Force Awakens,2016-01-01,TT Games,Warner Bros. Interactive Entertainment,XOne,76,7.0,E10+,0
sales_3563,Little Deviants,2011-01-01,Bigbig Studios,Sony Computer Entertainment,Playstation Vita,57,5.5,E10+,0
sales_3564,Spider-Man 3,2007-01-01,Treyarch,Activision,Playstation Portable,52,7.4,T,0
sales_3565,Radiant Historia,2010-01-01,Atlus,Atlus,DS,85,9.0,E10+,0
sales_3566,Sorcery,2012-01-01,The Workshop,Sony Computer Entertainment,PS3,70,7.3,E10+,0
sales_3567,Harry Potter and the Order of the Phoenix,2007-01-01,EA Games,Electronic Arts,Xbox 360,68,6.8,E10+,0
sales_3568,Grandia II,2002-01-01,Game Arts,Ubisoft,PS2,71,8.6,T,0
sales_3569,Shaun White Snowboarding: World Stage,2009-01-01,Ubisoft,Ubisoft,Wii,72,8.7,E,0
sales_3570,Spider-Man: Friend or Foe,2007-01-01,Next Level Games,Activision,Xbox 360,60,6.3,E10+,0
sales_3571,Guitar Hero: Van Halen,2009-01-01,"Neversoft Entertainment, Underground Development",Activision,Xbox 360,57,5.8,T,0
sales_3572,Batman: The Brave and the Bold the Videogame,2010-01-01,WayForward,Warner Bros. Interactive Entertainment,DS,74,8.0,E10+,0
sales_3573,The Sims 2,2004-01-01,Maxis,Electronic Arts,PC,90,8.8,T,0
sales_3574,Need for Speed Underground,2003-01-01,Pocketeers,Electronic Arts,Game Boy Advance,77,8.2,E,0
sales_3575,Def Jam Rapstar,2010-01-01,"Terminal Reality, 4mm Games",Konami Digital Entertainment,Xbox 360,74,5.4,T,0
sales_3576,Outlaw Golf,2002-01-01,Simon & Schuster,TDK Mediactive,Xbox,72,6.9,T,0
sales_3577,MySims SkyHeroes,2010-01-01,Electronic Arts,Electronic Arts,Wii,67,5.2,E10+,0
sales_3578,Mini Ninjas,2009-01-01,Io Interactive,Eidos Interactive,Xbox 360,73,8.4,E10+,0
sales_3579,Lupin the 3rd: Treasure of the Sorcerer King,2002-01-01,Banpresto,505 Games,PS2,67,,T,0
sales_3580,NBA Street V3,2005-01-01,EA Canada,Electronic Arts,GameCube,88,8.4,E,0
sales_3581,Nicktoons: Battle for Volcano Island,2006-01-01,Natsume,THQ,DS,59,,E,0
sales_3582,WinBack: Covert Operations,2000-01-01,Omega Force,Midas Interactive Entertainment,PS2,66,7.7,T,0
sales_3583,Syphon Filter: Dark Mirror,2006-01-01,Sony Bend,Sony Computer Entertainment,Playstation Portable,87,9.0,M,0
sales_3584,Glory of Heracles,2008-01-01,Paon Corporation,Nintendo,DS,69,7.3,E10+,0
sales_3585,Up,2009-01-01,Heavy Iron Studios,THQ,Xbox 360,61,6.8,E10+,0
sales_3586,Modnation Racers: Road Trip,2012-01-01,SCEA,Sony Computer Entertainment,Playstation Vita,62,6.4,E,0
sales_3587,NBA Live 06,2005-01-01,EA Canada,Electronic Arts,Xbox 360,64,5.6,E,0
sales_3588,ExerBeat,2010-01-01,Namco Bandai Games,Namco Bandai Games,Wii,60,7.6,E,0
sales_3589,Need for Speed: Most Wanted,2005-01-01,Black Box,Electronic Arts,PC,82,8.5,T,0
sales_3590,Front Mission Evolved,2010-01-01,Double Helix Games,Square Enix,PS3,58,6.0,T,0
sales_3591,Ultimate Marvel vs. Capcom 3,2011-01-01,Capcom,Capcom,Playstation Vita,80,7.7,T,0
sales_3592,Little King's Story,2009-01-01,Cing,Rising Star Games,Wii,87,8.8,T,0
sales_3593,Dynasty Warriors: Strikeforce,2009-01-01,Omega Force,Tecmo Koei,PS3,64,7.3,T,0
sales_3594,NieR,2010-01-01,Cavia Inc.,Square Enix,Xbox 360,67,8.3,M,0
sales_3595,Zoo Tycoon 2 DS,2008-01-01,Altron,THQ,DS,60,5.4,E,0
sales_3596,Area 51,2005-01-01,Midway Studios - Austin,Midway Games,Xbox,72,8.1,M,0
sales_3597,Deadpool,2015-01-01,High Moon Studios,Activision,PS4,60,5.7,M,0
sales_3598,UEFA Euro 2016,2016-01-01,Konami,Konami Digital Entertainment,PS4,72,6.6,E,0
sales_3599,Wanted: Weapons of Fate,2009-01-01,GRIN,Warner Bros. Interactive Entertainment,PS3,61,7.1,M,0
sales_3600,Mega Man X8,2004-01-01,"Valuewave Co.,Ltd.",Capcom,PS2,68,8.5,E,0
sales_3601,The Chronicles of Riddick: Assault on Dark Athena,2009-01-01,Starbreeze,Atari,Xbox 360,82,8.2,M,0
sales_3602,Ford Mustang: The Legend Lives,2005-01-01,Eutechnyx,Take-Two Interactive,PS2,58,7.3,E,0
sales_3603,FlatOut: Head On,2008-01-01,Bugbear,Empire Interactive,Playstation Portable,74,8.2,T,0
sales_3604,Duel Masters: Sempai Legends,2003-01-01,Mistic Software,Atari,Game Boy Advance,69,8.0,E,0
sales_3605,John Deere: Harvest in the Heartland,2007-01-01,Black Lantern Studios,Ubisoft,DS,43,,E,0
sales_3606,Harvest Moon: Magical Melody,2008-01-01,Marvelous Entertainment,Rising Star Games,Wii,69,8.8,E,0
sales_3607,Heroes of the Pacific,2005-01-01,IR Gurus,Codemasters,PS2,76,8.4,T,0
sales_3608,Prince of Persia: Rival Swords,2007-01-01,Ubisoft Montreal,Ubisoft,Wii,70,7.7,T,0
sales_3609,The Lord of the Rings: The Third Age,2004-01-01,EA Games,Electronic Arts,GameCube,74,7.8,T,0
sales_3610,Trace Memory,2005-01-01,Cing,Nintendo,DS,70,8.1,T,0
sales_3611,X-Men Legends II: Rise of Apocalypse,2005-01-01,Vicarious Visions,Activision,Playstation Portable,84,8.2,T,0
sales_3612,Borderlands: The Pre-Sequel,2014-01-01,2K Australia,Take-Two Interactive,PC,75,6.2,M,0
sales_3613,Madden NFL 08,2007-01-01,EA Tiburon,Electronic Arts,Xbox,76,6.0,E,0
sales_3614,Trauma Center: New Blood,2007-01-01,Atlus,Nintendo,Wii,77,8.0,T,0
sales_3615,Starhawk,2012-01-01,LightBox Interactive,Sony Computer Entertainment,PS3,77,7.8,T,0
sales_3616,Pirates of the Caribbean,2003-01-01,Akella,Ubisoft,Xbox,65,7.4,T,0
sales_3617,FIFA Soccer 13,2012-01-01,Electronic Arts,Electronic Arts,3DS,68,3.7,E,0
sales_3618,Ace Combat: Joint Assault,2010-01-01,Project Aces,Namco Bandai Games,Playstation Portable,71,7.2,T,0
sales_3619,The BIGS 2,2009-01-01,Blue Castle Games,Take-Two Interactive,Wii,68,8.5,E10+,0
sales_3620,Turning Point: Fall of Liberty,2008-01-01,Spark Unlimited,Codemasters,Xbox 360,43,6.8,T,0
sales_3621,Sonic Boom: Shattered Crystal,2014-01-01,Sanzaru Games,Sega,3DS,47,6.3,E,0
sales_3622,Shrek Super Party,2002-01-01,Mass Media,TDK Mediactive,PS2,30,5.1,E,0
sales_3623,MLB Power Pros,2007-01-01,Konami,Konami Digital Entertainment,Wii,83,8.4,E,0
sales_3624,"Sakura Wars: So Long, My Love",2005-01-01,RED Entertainment,Sega,PS2,81,7.3,T,0
sales_3625,Dynasty Tactics,2002-01-01,Koei,Tecmo Koei,PS2,79,8.1,T,0
sales_3626,Call of Juarez: The Cartel,2011-01-01,Techland,Ubisoft,PS3,45,5.5,M,0
sales_3627,Angry Birds Star Wars,2013-01-01,Exient Entertainment,Activision,PS3,49,3.6,E,0
sales_3628,Metal Gear Solid V: Ground Zeroes,2014-01-01,Kojima Productions,Konami Digital Entertainment,XOne,76,5.4,M,0
sales_3629,SimCity 4,2003-01-01,Maxis,Electronic Arts,PC,84,8.7,E,0
sales_3630,Puzzle Quest: Challenge of the Warlords,2007-01-01,Vicious Cycle,D3Publisher,Wii,71,6.2,E10+,0
sales_3631,Surf's Up,2007-01-01,Ubisoft Montreal,Ubisoft,PS2,60,,E10+,0
sales_3632,Looney Tunes Racing,2000-01-01,Circus Freak,Infogrames,Playstation,71,,E,0
sales_3633,Disgaea 5: Alliance of Vengeance,2015-01-01,Nippon Ichi Software,Nippon Ichi Software,PS4,80,8.1,T,0
sales_3634,Sengoku Basara: Samurai Heroes,2010-01-01,Capcom,Capcom,Wii,65,8.8,T,0
sales_3635,Rayman 3: Hoodlum Havoc,2003-01-01,Ubisoft,Ubisoft,PS2,76,8.6,E,0
sales_3636,Warriors Orochi 2,2008-01-01,Omega Force,Tecmo Koei,Playstation Portable,56,7.5,T,0
